query_case_id,query_thread_id,query_intent,query_customer_text,retrieved_rank,retrieved_case_id,retrieved_intent,similarity_score,retrieved_customer_problem,retrieved_support_response,retrieved_outcome,relevance_score,relevance_label,relevance_rationale
CASE_000370,184406,GENERAL_DEVICE_INQUIRY,@115858 Videos in my photos are not playing ..I am using iPhone SE .. please help me playing my videos ! Thanks.,2,CASE_001798,OS_UPDATE_SYSTEM_PERFORMANCE,0.6374,"@AppleSupport hi, I updated to 11.1 2 and now videos won’t play in any of my apps. YouTube, Twitter, facebook, instagram. Nada. 😐 @AppleSupport I’m on the 7+. I did a full reboot and that seems to have fixed it. Thanks!","@287500 Thanks for getting in touch! That's certainly no fun, but you're in the right place to get those videos playing again. Do you get an error message when you try to play them? Have you restarted your iPhone since noticing this? Which device are you watching on? @287500 That's good thinking! We're glad it's working for you now. Let us know if you have anything else we can help with. We'll be here for you.",CLEARLY_RESOLVED,1,Somewhat Relevant,Partial semantic overlap; related hardware/software component or troubleshooting procedure.
CASE_000370,184406,GENERAL_DEVICE_INQUIRY,@115858 Videos in my photos are not playing ..I am using iPhone SE .. please help me playing my videos ! Thanks.,3,CASE_001940,OS_UPDATE_SYSTEM_PERFORMANCE,0.6194,@AppleSupport so since this update I can barley access my photos or play the videos I LITERALLY JUST took! This is the very annoying. @AppleSupport I just got it. I shall contact if I have any further problems with the update. @AppleSupport Thank you!,"@304323 Let's see how we can help. Which version of iOS are you currently using? Just so you know, we released iOS 11.0.3, today. @304323 Sounds good! Let us know if you have any other issues. We'll be here.",CLEARLY_RESOLVED,1,Somewhat Relevant,Partial semantic overlap; related hardware/software component or troubleshooting procedure.
CASE_006091,2321957,GENERAL_DEVICE_INQUIRY,"phone dead ass does not work anymore... 😂😂 @115858 explain to me a 7+ that’s barely a year old, is hardly working now? why soon as i ordered the X, this joint start acting up?",1,CASE_000637,GENERAL_DEVICE_INQUIRY,0.6164,@115858 um yeah I'd just like to know why my phone has been screwing up so bad...it started when the new iPhones that I can't afford came out,@185755 Can you tell us a bit about the trouble you're running into? We're happy to help get your iPhone working like it should be!,CLEARLY_RESOLVED,1,Somewhat Relevant,Partial semantic overlap; related hardware/software component or troubleshooting procedure.
CASE_006091,2321957,GENERAL_DEVICE_INQUIRY,"phone dead ass does not work anymore... 😂😂 @115858 explain to me a 7+ that’s barely a year old, is hardly working now? why soon as i ordered the X, this joint start acting up?",2,CASE_006116,OS_UPDATE_SYSTEM_PERFORMANCE,0.6085,"3 weeks ago I spoke to a senior engineer on the phone about a problem with my iPhone 7 Plus, i factory reset my phone and it worked like new for 2 days...now I’m having the same problems I was before, sort it out! @115858","@344059 We can definitely partner with you on this. Join us in DM using the link below, and we’ll get started. https://t.co/GDrqU22YpT",CLEARLY_RESOLVED,1,Somewhat Relevant,Partial semantic overlap; related hardware/software component or troubleshooting procedure.
CASE_006091,2321957,GENERAL_DEVICE_INQUIRY,"phone dead ass does not work anymore... 😂😂 @115858 explain to me a 7+ that’s barely a year old, is hardly working now? why soon as i ordered the X, this joint start acting up?",3,CASE_005634,BATTERY_CHARGING_POWER,0.5991,"@115858 @AppleSupport just got iPhone X, dead on arrival.  Won't charge, start up, completely dead.  Come on guys, what happened to ""it just works""?  Especially after 3AM EST preorder... @AppleSupport Apple Store checked it, found it would not receive a charge, and swapped it out.  Great job, thanks!",@659596 We're so sorry you're having issues with your new iPhone! Send us a DM and we can look into this with you. https://t.co/GDrqU22YpT @659596 We're glad to hear that the issue was resolved at the Apple Store. We hope you are able to enjoy your new iPhone X now. Have a great rest of your day.,CLEARLY_RESOLVED,1,Somewhat Relevant,Partial semantic overlap; related hardware/software component or troubleshooting procedure.
CASE_004456,1744888,GENERAL_DEVICE_INQUIRY,@AppleSupport how would I go about reporting a security (phishing) concern? @AppleSupport Thanks! Very much appreciated.,1,CASE_005430,GENERAL_DEVICE_INQUIRY,0.7442,@AppleSupport Ive received an email stating they were you. Is there an email to report forward spam spoof phishing emails? @AppleSupport Thank you,@350265 Thank you for letting us know. See https://t.co/LNMCdqt6fD for details and there are steps there to forward the email to us.,PARTIALLY_RESOLVED,2,Strongly Relevant,Strong semantic alignment with identical customer symptom and actionable resolution.
CASE_004456,1744888,GENERAL_DEVICE_INQUIRY,@AppleSupport how would I go about reporting a security (phishing) concern? @AppleSupport Thanks! Very much appreciated.,2,CASE_003469,GENERAL_DEVICE_INQUIRY,0.7434,@AppleSupport this is a scam/phishing right? https://t.co/OzgkDe9Ova @AppleSupport Thanks for confirming!,"@469084 Correct. That message is not coming from us. Since it's an SMS message, please reach out to your carrier for help. @469084 You're very welcome!",PARTIALLY_RESOLVED,2,Strongly Relevant,Strong semantic alignment with identical customer symptom and actionable resolution.
CASE_004456,1744888,GENERAL_DEVICE_INQUIRY,@AppleSupport how would I go about reporting a security (phishing) concern? @AppleSupport Thanks! Very much appreciated.,3,CASE_002130,GENERAL_DEVICE_INQUIRY,0.7325,"@AppleSupport 
I received this suspicious e-mail. Is this an phishing email? https://t.co/rsAdOn7LwS @AppleSupport Thank you so much for your help.",@322682 That appears to be a phishing attempt. Here's how to handle it: https://t.co/LNMCdqt6fD,CLEARLY_RESOLVED,2,Strongly Relevant,Strong semantic alignment with identical customer symptom and actionable resolution.
CASE_002538,1046622,HOW_TO_SETTINGS_CONFIGURATION,"@AppleSupport Can @115858 implement a shortcut ""low power mode"" to the quick access icons 🙏 https://t.co/7c5hxjSKJd @AppleSupport 6; 10.3.2. I mean, even @198874 has this feature. 😂 @AppleSupport Nice 👌",1,CASE_005614,BATTERY_CHARGING_POWER,0.4974,@115858 should put the option of low battery mode on the control panel you pull up. I hate having to go to settings to find it every time. @AppleSupport Thanks Apple!,"@658419 Low Battery Mode is available for use in Control Panel. For help with adding it to yours, take a look at: https://t.co/vodH4madjc @658419 You're welcome.",PARTIALLY_RESOLVED,0,Irrelevant,Divergent customer issue or low semantic relevance score.
CASE_002538,1046622,HOW_TO_SETTINGS_CONFIGURATION,"@AppleSupport Can @115858 implement a shortcut ""low power mode"" to the quick access icons 🙏 https://t.co/7c5hxjSKJd @AppleSupport 6; 10.3.2. I mean, even @198874 has this feature. 😂 @AppleSupport Nice 👌",2,CASE_003333,DISPLAY_TOUCH_SCREEN,0.4819,@115858 Please add a low power mode button to this screen. I’m not the first person to make this request. Y’all pissing me off lol https://t.co/gOOG2lLJAW,@454796 We can help you. You can customize the Control Center at Settings &gt; Control Center: https://t.co/vodH4madjc,PARTIALLY_RESOLVED,0,Irrelevant,Divergent customer issue or low semantic relevance score.
CASE_002538,1046622,HOW_TO_SETTINGS_CONFIGURATION,"@AppleSupport Can @115858 implement a shortcut ""low power mode"" to the quick access icons 🙏 https://t.co/7c5hxjSKJd @AppleSupport 6; 10.3.2. I mean, even @198874 has this feature. 😂 @AppleSupport Nice 👌",3,CASE_003238,DISPLAY_TOUCH_SCREEN,0.4549,Dear Apple iOS 11.0.3  I miss my Night Mode to tone down the screen brightness @115858  @AppleSupport @AppleSupport Prefer it to be manually enabled from the old quick bar but will check @AppleSupport @AppleSupport Found But should be restored back to the quick access as it was previously. Thank u at least I Have back! Thanks!,@444798 We'll be glad to help! Go to Settings &gt; Display &amp; Brightness &gt; Night Shift. Is manually enabled there? Is it scheduled? @444798 You’re welcome. Please feel free to reach out any time you have questions or concerns. Hope you have a good day.,CLEARLY_RESOLVED,0,Irrelevant,Divergent customer issue or low semantic relevance score.
CASE_005421,2178041,HOW_TO_SETTINGS_CONFIGURATION,"@AppleSupport Hi! Apparently Numbers will export .csv with commas or semicolons as separators depending on your language settings. Why can’t it be consistent worldwide?
I opened a topic. https://t.co/Kx29Vl0Cq2 @AppleSupport Thanks.",1,CASE_006377,OS_UPDATE_SYSTEM_PERFORMANCE,0.4445,"@AppleSupport why are all my saved numbers doing this? https://t.co/evKeoCAZRw @AppleSupport No changes at all, it just happened when I woke up and checked my texts this morning. Restarted my phone twice but nothing happened, but I did fix it by using the “import SIM contacts” option, I guess my phone just forgot the contacts for some reason? @AppleSupport Seems like a glitch because I didn’t change any options in the beginning to cause this.",@117660 Thanks for bringing this to our attention. How long have you had this issue? Did this occur after making any changes to your phone such as updating the software? @117660 We're glad to hear that the issue has been resolved. Let's go to Settings&gt; General&gt; About and let us know which software version is running on your phone. https://t.co/GDrqU22YpT,CLEARLY_RESOLVED,0,Irrelevant,Divergent customer issue or low semantic relevance score.
CASE_005421,2178041,HOW_TO_SETTINGS_CONFIGURATION,"@AppleSupport Hi! Apparently Numbers will export .csv with commas or semicolons as separators depending on your language settings. Why can’t it be consistent worldwide?
I opened a topic. https://t.co/Kx29Vl0Cq2 @AppleSupport Thanks.",2,CASE_006297,KEYBOARD_TYPING_AUTOCORRECT,0.3926,@AppleSupport why does autocorrect keep changing it to I.T ! @AppleSupport 7 plus and 11.1.1,"@686596 Let's see if we can find out. To start, which device and OS version do you have? @686596 Let's go ahead and back up, then update to iOS 11.1.2. Let us know if the issue persists after updating. https://t.co/soeXTHF3Pa",PARTIALLY_RESOLVED,0,Irrelevant,Divergent customer issue or low semantic relevance score.
CASE_005421,2178041,HOW_TO_SETTINGS_CONFIGURATION,"@AppleSupport Hi! Apparently Numbers will export .csv with commas or semicolons as separators depending on your language settings. Why can’t it be consistent worldwide?
I opened a topic. https://t.co/Kx29Vl0Cq2 @AppleSupport Thanks.",3,CASE_004414,GENERAL_DEVICE_INQUIRY,0.3666,Yoooo @AppleSupport how come I’m getting all these weird question marks in boxes instead of i’s @AppleSupport Thanks,@522185 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz,PARTIALLY_RESOLVED,0,Irrelevant,Divergent customer issue or low semantic relevance score.
CASE_006891,2573940,HOW_TO_SETTINGS_CONFIGURATION,"@AppleSupport Hey. All of a sudden my playlists wont sync. This is a big problem for me. Please help. https://t.co/i0fW2kbbLN @AppleSupport Thanks, have DM'd",1,CASE_002322,APP_STORE_PURCHASES_BILLING,0.8013,@AppleSupport my playlists have disappeared off my iPod and won’t resync from iTunes?? @AppleSupport I sorted it but thanks!,"@342222 We're happy to help out with your playlists. When you attempt to sync are you getting an error? Also, which iPod model is this? @342222 No problem. Feel free to reach out to us anytime. We're always here to help.",CLEARLY_RESOLVED,1,Somewhat Relevant,Partial semantic overlap; related hardware/software component or troubleshooting procedure.
CASE_006891,2573940,HOW_TO_SETTINGS_CONFIGURATION,"@AppleSupport Hey. All of a sudden my playlists wont sync. This is a big problem for me. Please help. https://t.co/i0fW2kbbLN @AppleSupport Thanks, have DM'd",2,CASE_004361,APP_STORE_PURCHASES_BILLING,0.7473,"@115948 @AppleSupport why when I create playlists nothing saves? I put it in order and it doesn’t save, and songs just disappear. Ffs @AppleSupport Yes, I have been an Apple Music subscriber for about a year, love it! I’m on version 11.0.3 @AppleSupport Ight, updated to 11.1 but my playlists are still all weird @AppleSupport Will do",@252872 We'd like to help out! Are you an Apple Music subscriber? Which iOS version is installed on your device? @252872 Great to hear! Let's get your playlists working. Is this the first time you weren't able to save songs? Send us a DM. https://t.co/GDrqU22YpT,PARTIALLY_RESOLVED,1,Somewhat Relevant,Partial semantic overlap; related hardware/software component or troubleshooting procedure.
CASE_006891,2573940,HOW_TO_SETTINGS_CONFIGURATION,"@AppleSupport Hey. All of a sudden my playlists wont sync. This is a big problem for me. Please help. https://t.co/i0fW2kbbLN @AppleSupport Thanks, have DM'd",3,CASE_003219,APP_STORE_PURCHASES_BILLING,0.7439,"Anyone having issues with Apple Music today? It won't update any of my playlists. @AppleSupport @AppleSupport It's playlists I make. When I add a song, it doesn't update. It's the same for Shazam as well. Nothing adds @AppleSupport No message comes up and it happens on both @AppleSupport Got it sorted, thanks for the help though","@444064 We definitely want you to enjoy your playlists! Are you talking about the playlists you create or the Apple curated playlists? @444064 Do you receive any error when doing this or does it simply not update? Is this happening with Wi-Fi, cellular data or both? @444064 Could you let us know which Apple device this is occuring on? Is it across multiple devices? @444064 You're more than welcome. Have a great day!",PARTIALLY_RESOLVED,1,Somewhat Relevant,Partial semantic overlap; related hardware/software component or troubleshooting procedure.
CASE_003206,1386579,HOW_TO_SETTINGS_CONFIGURATION,@AppleSupport why does my phone always act up every time Apple releases a new phone? Why? @AppleSupport I have an iPhone 6. My apps keep force closing. My podcast library keeps having to be restored. My text thread is out of order. @AppleSupport My calls keep deleting. Messages that I send delete from the thread. @AppleSupport And there isn't any internal damage. And I cannot figure out how to use these dang .99 storage I pay for @AppleSupport No. I haven't been able to because of storage issues. But I pay for extra storage so I don't understand. @AppleSupport What is the point of buying more storage then? @AppleSupport This is a scam lol thanks friends,1,CASE_007619,APP_CRASH_AND_DOWNLOAD,0.6281,"So sick of apples bullshit. Took almost 5 min to open up a podcast now. Everything lags. Apps crash more. Everything lags on the phone now @AppleSupport updates make your phone worse with each one @174135 @AppleSupport switched to android about 4 years ago, i regret/miss nothing. @601935 @AppleSupport yeah everything worked fine until the new iphone came out n new software updates. Now it works like shit",@174135 We'd love to assist you with any issues that you're having. Which device and software version are you using? Please click here to join us in DM and we'll continue there: https://t.co/GDrqU22YpT @174135 That's not the type of experience that we'd like for you to have. We'd love to look into this. Join us in DM here: https://t.co/GDrqU22YpT,CLEARLY_RESOLVED,1,Somewhat Relevant,Partial semantic overlap; related hardware/software component or troubleshooting procedure.
CASE_003206,1386579,HOW_TO_SETTINGS_CONFIGURATION,@AppleSupport why does my phone always act up every time Apple releases a new phone? Why? @AppleSupport I have an iPhone 6. My apps keep force closing. My podcast library keeps having to be restored. My text thread is out of order. @AppleSupport My calls keep deleting. Messages that I send delete from the thread. @AppleSupport And there isn't any internal damage. And I cannot figure out how to use these dang .99 storage I pay for @AppleSupport No. I haven't been able to because of storage issues. But I pay for extra storage so I don't understand. @AppleSupport What is the point of buying more storage then? @AppleSupport This is a scam lol thanks friends,2,CASE_004904,GENERAL_DEVICE_INQUIRY,0.625,"@AppleSupport hey, my iPhone constantly fills up my storage. I have newest software. Is there any solution?? @AppleSupport Hey, thanks for quick response, I’ve sent you a message.",@576149 Hey there! We definitely want to help you with your iPhone's storage. Let's meet in DM so we can take a closer look: https://t.co/GDrqU22YpT,PARTIALLY_RESOLVED,1,Somewhat Relevant,Partial semantic overlap; related hardware/software component or troubleshooting procedure.
CASE_003206,1386579,HOW_TO_SETTINGS_CONFIGURATION,@AppleSupport why does my phone always act up every time Apple releases a new phone? Why? @AppleSupport I have an iPhone 6. My apps keep force closing. My podcast library keeps having to be restored. My text thread is out of order. @AppleSupport My calls keep deleting. Messages that I send delete from the thread. @AppleSupport And there isn't any internal damage. And I cannot figure out how to use these dang .99 storage I pay for @AppleSupport No. I haven't been able to because of storage issues. But I pay for extra storage so I don't understand. @AppleSupport What is the point of buying more storage then? @AppleSupport This is a scam lol thanks friends,3,CASE_003058,OS_UPDATE_SYSTEM_PERFORMANCE,0.6242,"@AppleSupport Do you guys really sabotage later models of phones to encourage new sales? I'd hate to think my phone slowing was planned. @AppleSupport When I open apps on my phone (namely safari, iHeartRadio, twitter) they will freeze and close. It happens almost every time.","@429978 We'd be happy to look into what's causing the slowness. That's never the experience we want for you. What's going on? @429978 Alright, we can work on that. Which iOS version is installed in Settings &gt; General &gt; About?",PARTIALLY_RESOLVED,1,Somewhat Relevant,Partial semantic overlap; related hardware/software component or troubleshooting procedure.
CASE_006469,2439739,KEYBOARD_TYPING_AUTOCORRECT,"@AppleSupport why am I not getting any notifications from messages or Snapchat specifically since I updated the newest iOS? @AppleSupport 11.2. Also, all my notification settings are on. I am a pro when it comes to iPhones, and I’ve done everything I can think of. I really think it’s a bug. I’ve noticed others are also having this issue. @AppleSupport Thanks so much!",1,CASE_005545,KEYBOARD_TYPING_AUTOCORRECT,0.8696,Yo @AppleSupport my notifications don’t show up for some reason. I’ve checked and they’re enabled and we’re working fine earlier. @AppleSupport iOS 11.2 public beta on iPhone X. I had same software on my iPhone 7 and it worked fine. Sometimes the notifications disappear or don’t show up at all. A text disappeared and Snapchat works sometimes and sometimes it doesn’t.,"@149594 We don't want you missing any important notifications, so we're definitely glad to look into this with you. Is this occurring for all apps? What's the version number of iOS installed? This can be found under Settings &gt; General &gt; About.",CLEARLY_RESOLVED,2,Strongly Relevant,Strong semantic alignment with identical customer symptom and actionable resolution.
CASE_006469,2439739,KEYBOARD_TYPING_AUTOCORRECT,"@AppleSupport why am I not getting any notifications from messages or Snapchat specifically since I updated the newest iOS? @AppleSupport 11.2. Also, all my notification settings are on. I am a pro when it comes to iPhones, and I’ve done everything I can think of. I really think it’s a bug. I’ve noticed others are also having this issue. @AppleSupport Thanks so much!",2,CASE_007105,KEYBOARD_TYPING_AUTOCORRECT,0.7784,@AppleSupport can someone explain why none of my notifications are coming through when I’m actively using my phone? @AppleSupport I’m using a 6s plus. With 11.2 beta 3,"@744583 That's a great question. Let's work together to figure out what's going on. To get started, let us know which device is affected and what the exact iOS version installed is. You can check under Settings &gt; General &gt; About. @744583 Thanks for the info. If you’re having any issues using the public beta, we welcome your feedback here: https://t.co/OTNGzDuUXI 

If you’re using a Developer account you can find answers to many questions here: https://t.co/ONDW4zyY1Y",PARTIALLY_RESOLVED,2,Strongly Relevant,Strong semantic alignment with identical customer symptom and actionable resolution.
CASE_006469,2439739,KEYBOARD_TYPING_AUTOCORRECT,"@AppleSupport why am I not getting any notifications from messages or Snapchat specifically since I updated the newest iOS? @AppleSupport 11.2. Also, all my notification settings are on. I am a pro when it comes to iPhones, and I’ve done everything I can think of. I really think it’s a bug. I’ve noticed others are also having this issue. @AppleSupport Thanks so much!",3,CASE_000460,KEYBOARD_TYPING_AUTOCORRECT,0.7731,"@AppleSupport I'm not receiving notifications from any app 😩😩😩 @AppleSupport iphone 8 plus, ios 11.1.2 @AppleSupport i did! a couple of times. still not working @AppleSupport problem solved! I restarted again! Thank you so much 😁","@169779 We'll be glad to help you get to the bottom of this issue. To get started, can you tell us which device and software are you using? @169779 We'll do everything we can to help resolve this issue. Have you tried a normal restart of the device? This simple step can resolve issues like this. This article explains how to do a normal restart: https://t.co/bc6P3CZFdY @169779 Thanks for confirming that. Are you currently connected to a good WI-Fi network or cellular data? @169779 We're happy to hear that worked. You know how to reach us if you ever need to again. We're online every day from 5am-8pm PST.",CLEARLY_RESOLVED,2,Strongly Relevant,Strong semantic alignment with identical customer symptom and actionable resolution.
CASE_002653,1107356,KEYBOARD_TYPING_AUTOCORRECT,Hey @AppleSupport wtf happened to the ‘dash’ key since iOS 11 upgrade? I NEED IT BACK!!!,1,CASE_000397,OS_UPDATE_SYSTEM_PERFORMANCE,0.6484,"@AppleSupport your iOS 11.0.2 update deleted allllllll of my @115948 😡😡 help me!!! @AppleSupport It is now, all fixed! Thanks @AppleSupport","@160275 We know how important your music is, and we'll be happy to help. Is the iCloud Music Library on under Settings &gt; Music? DM us: https://t.co/GDrqU22YpT @160275 Great, we're glad to hear that! Please reach out if you need help in the future. We'll be here for you.",CLEARLY_RESOLVED,1,Somewhat Relevant,Partial semantic overlap; related hardware/software component or troubleshooting procedure.
CASE_002653,1107356,KEYBOARD_TYPING_AUTOCORRECT,Hey @AppleSupport wtf happened to the ‘dash’ key since iOS 11 upgrade? I NEED IT BACK!!!,2,CASE_000535,OS_UPDATE_SYSTEM_PERFORMANCE,0.6473,"@AppleSupport what is going on with iOS 11.0? #iphone suffering with stuck keys syndrome, S L O W response, yuk.",@174818 We’re glad you reached out! Be sure to back up and update to iOS 11.0.2. Let us know if the issue persists after updating.,PARTIALLY_RESOLVED,1,Somewhat Relevant,Partial semantic overlap; related hardware/software component or troubleshooting procedure.
CASE_002653,1107356,KEYBOARD_TYPING_AUTOCORRECT,Hey @AppleSupport wtf happened to the ‘dash’ key since iOS 11 upgrade? I NEED IT BACK!!!,3,CASE_005846,GENERAL_DEVICE_INQUIRY,0.6361,"@115858 your #ios1111 is broken. https://t.co/LcNV5gZAVP @AppleSupport I thought that was what you'd say(I'm a developer myself and often require more user info on what happened). Unfortunately I don't recall how I got here, and it disappeared once I tapped search. Just got spooked.",@666034 We're happy to work with you on any issue you might be experiencing with iOS 11.1.1. Can you tell us more about what you were doing before the keyboard appeared on the screen?  DM us if you prefer to have more room. https://t.co/GDrqU22YpT @666034 Glad to hear it! It's really hard to determine what causes these things since there are multiple factors that go into it. We are here for you if it happens again. Never hesitate to reach out.,CLEARLY_RESOLVED,1,Somewhat Relevant,Partial semantic overlap; related hardware/software component or troubleshooting procedure.
CASE_004833,1895531,KEYBOARD_TYPING_AUTOCORRECT,iOS11 WhatsApp notifications not working on iphone7  @115858 @AppleSupport Okay thank you for your interest. I sent a message.,1,CASE_002242,KEYBOARD_TYPING_AUTOCORRECT,0.7636,"@AppleSupport Hello, I am not receiving most of my message notifications on whatsapp since i updated. It bothers me very much @AppleSupport i have an IPhone 6S ans ios 11.0.3 @AppleSupport i have everything turned on and i receive some messages but not all of them. @AppleSupport thank you!","@331998 Let's help to take a look at this. Which version of iOS is currently installed? Also, which device is this happening on? @331998 Thanks for that info. Check out this article to ensure your notifications are set up correctly: https://t.co/2txgOv5s2M @331998 Thanks! Go ahead &amp; try out the steps in this article to see if that issue will resolve: https://t.co/fUZ0NRJxcn @331998 Of course! Let us know how that goes.",CLEARLY_RESOLVED,2,Strongly Relevant,Strong semantic alignment with identical customer symptom and actionable resolution.
CASE_004833,1895531,KEYBOARD_TYPING_AUTOCORRECT,iOS11 WhatsApp notifications not working on iphone7  @115858 @AppleSupport Okay thank you for your interest. I sent a message.,2,CASE_002118,OS_UPDATE_SYSTEM_PERFORMANCE,0.7368,"Es solo mi iPhone o qué, desde que se actualizo a iOS 11 no me llegan las notificaciones de whatsapp hasta que abro la app! @AppleSupport @AppleSupport I don’t get WhatsApp notifications since iOS was updated!","@322324 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs @322324 We want to help. From Settings &gt; Notifications, locate the app and make sure ""Allow Notifications"" is toggled on.",PARTIALLY_RESOLVED,1,Somewhat Relevant,Partial semantic overlap; related hardware/software component or troubleshooting procedure.
CASE_004833,1895531,KEYBOARD_TYPING_AUTOCORRECT,iOS11 WhatsApp notifications not working on iphone7  @115858 @AppleSupport Okay thank you for your interest. I sent a message.,3,CASE_001912,KEYBOARD_TYPING_AUTOCORRECT,0.7295,"Since updating my phone I don’t receive WhatsApp notifications until I open the app. @AppleSupport, sort it out. Annoying af. 😒 @AppleSupport Thanks. Yeah, since I first upgraded to iOS11 I receive one or two notifications and when I actually open my WhatsApp I’ve several msgs. @AppleSupport It’s also similar with iMessage but the WhatsApp issue is consistently bad. @AppleSupport 11.0.3 @AppleSupport It’s WhatsApp I’m having issues with but yes, they’re all correct both in iPhone settings and the app itself.",@302194 We'd be happy to assist you with this. Can you provide us which iOS version you're using? @302194 Thanks for providing that information. Can you confirm which version of iOS 11 you're using? https://t.co/ZTw54HL4Rm @302194 Are your notifications set properly as shown here: https://t.co/2txgOv5s2M for SnapChat? @302194 Let's take a closer look. Please DM us and we can go from there. https://t.co/GDrqU22YpT,CLEARLY_RESOLVED,2,Strongly Relevant,Strong semantic alignment with identical customer symptom and actionable resolution.
CASE_004175,1675421,KEYBOARD_TYPING_AUTOCORRECT,MY KEYBOARD IS MESSED UP I️ CANT USE THE LETTER I️ https://t.co/OAxL4NjwOc @509721 its a glitch in ios 11 i think @509722 It is thank you I️ just checked @AppleSupport https://t.co/xsasLre3zH,1,CASE_003570,KEYBOARD_TYPING_AUTOCORRECT,0.7782,"@AppleSupport my iphone se has a serious keyboard glitch when i️ type in i️ 🤷🏾‍♀️ i️ updated my phone to ios 11.0.3 @AppleSupport @265687 Have you fixed this yet? @478509 @AppleSupport Yes i did @265687 @AppleSupport How did you fix it? @478509 @AppleSupport I changed my keyboard settings to in the picture listed https://t.co/2ayAuUGEjy @265687 @AppleSupport Thanks! @AppleSupport, any more permanent fixes? We shouldn’t have to turn off our auto-correct. @478509 @AppleSupport I agree there should be a permanent way to fix it",@265687 Let's look into this keyboard issue for you. Send us a DM and we can look over some options for you. https://t.co/GDrqU22YpT @265687 Check out our article https://t.co/xU1AGHStV6 and let us know in DM if that helps. https://t.co/GDrqU22YpT,CLEARLY_RESOLVED,2,Strongly Relevant,Strong semantic alignment with identical customer symptom and actionable resolution.
CASE_004175,1675421,KEYBOARD_TYPING_AUTOCORRECT,MY KEYBOARD IS MESSED UP I️ CANT USE THE LETTER I️ https://t.co/OAxL4NjwOc @509721 its a glitch in ios 11 i think @509722 It is thank you I️ just checked @AppleSupport https://t.co/xsasLre3zH,2,CASE_004429,KEYBOARD_TYPING_AUTOCORRECT,0.7651,So... @115858 @AppleSupport the letter “I️” no longer appears in my keyboard/writings. #ios11 continues to suck. https://t.co/sjVlel6Goa @AppleSupport Haha. Thank you for this work around. There are many of us looking forward to a well-tested update.,@524104 Hey there. Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/uQeXsrrlXJ @524104 No problem.  Let us know if you need any further assistance.,PARTIALLY_RESOLVED,2,Strongly Relevant,Strong semantic alignment with identical customer symptom and actionable resolution.
CASE_004175,1675421,KEYBOARD_TYPING_AUTOCORRECT,MY KEYBOARD IS MESSED UP I️ CANT USE THE LETTER I️ https://t.co/OAxL4NjwOc @509721 its a glitch in ios 11 i think @509722 It is thank you I️ just checked @AppleSupport https://t.co/xsasLre3zH,3,CASE_005771,KEYBOARD_TYPING_AUTOCORRECT,0.7512,"@AppleSupport  when are you folks going to roll out a keyboard fix for ios11? @AppleSupport Just updated iOS, i believe that issue is fixed. Thank you for your prompt response","@663932 Please tell us which issue you are seeing. We recently released an iOS update, 11.1.1, that contains a fix for autocorrect issues. Let’s be sure to back up your device prior to updating. How to back up: https://t.co/4f8hwT5to6",PARTIALLY_RESOLVED,2,Strongly Relevant,Strong semantic alignment with identical customer symptom and actionable resolution.
CASE_001949,782364,OS_UPDATE_SYSTEM_PERFORMANCE,"iOS 11 is the patience school I never went to, works at a pace on iPhone6+ which forces your to slow down &amp; notice life around you. @115858 @AppleSupport Hey Thanks for picking this up, sent the details across.",1,CASE_002050,OS_UPDATE_SYSTEM_PERFORMANCE,0.7911,"iOS 11 just turned my perfectly optimized phone into the slowest phone I have ever had. 

@115858 @AppleSupport shame on you",@315735 We're happy to assist. Which iOS 11 version are you currently running? Go to Settings &gt; General &gt; About for the version.,PARTIALLY_RESOLVED,2,Strongly Relevant,Strong semantic alignment with identical customer symptom and actionable resolution.
CASE_001949,782364,OS_UPDATE_SYSTEM_PERFORMANCE,"iOS 11 is the patience school I never went to, works at a pace on iPhone6+ which forces your to slow down &amp; notice life around you. @115858 @AppleSupport Hey Thanks for picking this up, sent the details across.",2,CASE_003973,OS_UPDATE_SYSTEM_PERFORMANCE,0.712,"Slow, unstable ... thanks @115858 @AppleSupport, my iPhone 5S is just miserable now with #iOS11. @AppleSupport Hi! The last one, iOS 11.0.3. Thanks. @AppleSupport @499266 You tell me if they fix this? @499267 @AppleSupport They called me this morning to run some diagnostics; I will have the results in a few days. Anyway, they are very efficient!","@499266 We surely want you to enjoy your device so let's work to resolve this. Which version of iOS is currently installed? @499266 Surely, thank you! Go ahead and reach out to us in DM &amp; let us know how long ago you updated to iOS 11.0.3? https://t.co/GDrqU22YpT",CLEARLY_RESOLVED,2,Strongly Relevant,Strong semantic alignment with identical customer symptom and actionable resolution.
