query_case_id,thread_root_id,query_text,expected_intent,retrieved_intent_1,similarity_1,retrieved_case_1,retrieved_problem_1,failure_mode,explanation
CASE_005184,2109780,@AppleSupport ya’ll need to have this software figured out these glitches are about to have this iPhone thrown out the window!,GENERAL_DEVICE_INQUIRY,KEYBOARD_TYPING_AUTOCORRECT,0.8008,CASE_005574,Wtf I️s  going on with  I️os @115858 @AppleSupport? iPhone is all wonky! Fix the glitches please? @AppleSupport 11.1 and,5. Lexical Overlap with Distinct Root Cause,"Retrieved case shares lexical keywords (e.g. store, account, music) but addresses a distinct support action."
CASE_000974,449530,my phone has so kindly decided to crash i currently have to use my laptop for all until i restore it to factory settings. I am pissed off no,CONNECTIVITY_WIFI_BLUETOOTH,APP_CRASH_AND_DOWNLOAD,0.6459,CASE_004708,@AppleSupport my phone crashes due to the update and I have to pay $30 to get it fixed???? Nice @AppleSupport Thanks for,2. Multi-Issue Compound Query,Customer described multiple simultaneous issues; single-vector embedding blends symptoms.
CASE_005567,2237233,@156470 I recently got an iphone 8+ and touch id doesn’t work. Are you having this problem? @115858 FIX THIS! @AppleSupport When I am chargi,BATTERY_CHARGING_POWER,DISPLAY_TOUCH_SCREEN,0.6934,CASE_002948,@115858 what was the point of creating fingerprint ID on iPhone if it never works?! #Frustrating @AppleSupport I haven’t,2. Multi-Issue Compound Query,Customer described multiple simultaneous issues; single-vector embedding blends symptoms.
CASE_006488,2442829,My phone is tripping @AppleSupport https://t.co/lTUMCbKcDn @AppleSupport It eventually went back after I left the message and went back to i,GENERAL_DEVICE_INQUIRY,OS_UPDATE_SYSTEM_PERFORMANCE,0.8038,CASE_005817,"@115858 can you fix my I️ please? @AppleSupport The phone is already updated, and I didn’t have the issue until after th",2. Multi-Issue Compound Query,Customer described multiple simultaneous issues; single-vector embedding blends symptoms.
CASE_005246,2121653,macOS High Sierra could not be installed on your computer. OSInstall.mpkg appears to be missing or damaged. Excellent @AppleSupport and now ,DISPLAY_TOUCH_SCREEN,GENERAL_DEVICE_INQUIRY,0.6924,CASE_006550,"@AppleSupport @27417 I’ve done all steps to fix getting past this stage, even used a bootable flash... #PLEASEHELP https",1. Ultra-short or Vague Customer Query,Query lacks diagnostic specificity or symptom keywords; vector sits near generic dense region.
CASE_003812,1592824,"@AppleSupport #iOS11
So I have the 5s and I updated my phone but I can’t see the new emojis when people text me. Why?",OS_UPDATE_SYSTEM_PERFORMANCE,GENERAL_DEVICE_INQUIRY,0.8641,CASE_003674,Updated my phone and still can’t see the emojis... @AppleSupport Why?,1. Ultra-short or Vague Customer Query,Query lacks diagnostic specificity or symptom keywords; vector sits near generic dense region.
CASE_003134,1353877,"@AppleSupport just entered in a calendar date but by doing so it has deleted my whole years calendars dates, how can I retrieve these? @Appl",HOW_TO_SETTINGS_CONFIGURATION,ACCOUNT_APPLEID_ICLOUD,0.6744,CASE_002426,@applesupport Hey out there. Why does Calendars (not in iCloud) delete history? I need that info and now it’s all gone. ,5. Lexical Overlap with Distinct Root Cause,"Retrieved case shares lexical keywords (e.g. store, account, music) but addresses a distinct support action."
CASE_004753,1836640,@AppleSupport I have a spinning wheel running nonstop since upgrading to ios11. Apps are closed and I shut off all background app refresh?! ,APP_CRASH_AND_DOWNLOAD,BATTERY_CHARGING_POWER,0.7039,CASE_001147,@AppleSupport big bug in iOS 11.1.2 crashing every two minutes iPhone extremely hot too @AppleSupport Hard reset didn’t ,2. Multi-Issue Compound Query,Customer described multiple simultaneous issues; single-vector embedding blends symptoms.
CASE_003141,1357325,Dear @AppleSupport @115858 hmmm are you gonna fix the AppStore or what? #AppStore #Apple 🤷‍♀️ @AppleSupport Thank you. When I open the AppSt,DISPLAY_TOUCH_SCREEN,APP_STORE_PURCHASES_BILLING,0.8264,CASE_006594,"@AppleSupport my app store isn’t working, i cant download or update anything, what do i do? @AppleSupport Now it’s worki",3. Post-Update Symptom Ambiguity,"Customer framed specific hardware symptom around OS update, pulling general OS update cases."
CASE_002997,1276326,"@116333  system say my membership already expired , but I am sure my membership is still alive , I can’t listen to any music right now😭 http",ACCOUNT_APPLEID_ICLOUD,APP_STORE_PURCHASES_BILLING,0.7579,CASE_003004,@AppleSupport I cant download anymore music and says my membership expired even though I still have a month left. It was,1. Ultra-short or Vague Customer Query,Query lacks diagnostic specificity or symptom keywords; vector sits near generic dense region.
CASE_005734,2281162,"So many bugs with my iPhoneX: Photos, iCloud, hours with @AppleSupport. Blech. @AppleSupport Thanks! I’ve been in touch with a few senior ad",ACCOUNT_APPLEID_ICLOUD,GENERAL_DEVICE_INQUIRY,0.7315,CASE_003820,Looks like I got a faulty one... @AppleSupport #iPhoneX https://t.co/NaExEn2IOm,2. Multi-Issue Compound Query,Customer described multiple simultaneous issues; single-vector embedding blends symptoms.
CASE_005794,2286446,As much as I love @115858 . I fucking hate #iTunes. It literally ruined my day and almost gave me a heart attack today. @AppleSupport I acci,APP_STORE_PURCHASES_BILLING,HOW_TO_SETTINGS_CONFIGURATION,0.6272,CASE_006086,@AppleSupport I accidentally restored a very old back up to my new iPhone how do I get back my current stuff back??,2. Multi-Issue Compound Query,Customer described multiple simultaneous issues; single-vector embedding blends symptoms.
CASE_003799,1591463,"WHY is my iphone and ipad autocorrecting ""I"" to ""A [?]""
?!?!!?!?!?!?!?!?!
@AppleSupport #iPhone #iPad #autocorrectfail @AppleSupport thanks.",GENERAL_DEVICE_INQUIRY,KEYBOARD_TYPING_AUTOCORRECT,0.7889,CASE_003669,Why does an “I️” autocorrect to this suddenly on my iPhone? #help @AppleSupport https://t.co/y5DgkCLj3p,1. Ultra-short or Vague Customer Query,Query lacks diagnostic specificity or symptom keywords; vector sits near generic dense region.
CASE_000422,206662,@AppleSupport VM is full and can't delete them help please. @AppleSupport iOS 10.3.3. When I delete them they come right back @AppleSupport ,OS_UPDATE_SYSTEM_PERFORMANCE,ACCOUNT_APPLEID_ICLOUD,0.6661,CASE_006808,@AppleSupport why is my phone showing device storage full when I deleted everything @AppleSupport 9.3.2 @AppleSupport 0,1. Ultra-short or Vague Customer Query,Query lacks diagnostic specificity or symptom keywords; vector sits near generic dense region.
CASE_005203,2112781,help @AppleSupport https://t.co/hN5Pfvb4bl @AppleSupport i soft reset my phone and it is working now,OS_UPDATE_SYSTEM_PERFORMANCE,GENERAL_DEVICE_INQUIRY,0.8429,CASE_003007,"@AppleSupport having so many problems with my phone, Not sure what to do 😕 https://t.co/4SwbJzp1cK @AppleSupport Trying ",1. Ultra-short or Vague Customer Query,Query lacks diagnostic specificity or symptom keywords; vector sits near generic dense region.
CASE_004810,1875701,@AppleSupport can import audio from Memos to a Photos moments movie ? @AppleSupport Thanks,AUDIO_SOUND_SPEAKER,OS_UPDATE_SYSTEM_PERFORMANCE,0.4821,CASE_001474,"Help please??! @126 @AppleSupport https://t.co/0oINfU56xK @AppleSupport iOS 11.1.2 
Photos app",4. Low-Confidence / Atypical Customer Phrasing,Customer used non-standard phrasing or colloquialisms with low semantic alignment to historical index.
CASE_007160,2690862,Why is it so hard to watch movies that I download from the Apple store? I’ve paid for it and yet phone can never seem to download it. Now it,DISPLAY_TOUCH_SCREEN,APP_STORE_PURCHASES_BILLING,0.7631,CASE_000340,hi @AppleSupport i have a fully upgraded iphone SE.  why can’t i download or use the video app to watch even SD videos (,1. Ultra-short or Vague Customer Query,Query lacks diagnostic specificity or symptom keywords; vector sits near generic dense region.
CASE_003114,1344584,@AppleSupport How do I update my shipping address for my iPhone X order? @AppleSupport Gee thanks. I was already on the phone with them for ,AUDIO_SOUND_SPEAKER,CONNECTIVITY_WIFI_BLUETOOTH,0.7724,CASE_003173,"@AppleSupport 800 number still not taking calls, chat service can’t help. When can I change the shipping address for my ",2. Multi-Issue Compound Query,Customer described multiple simultaneous issues; single-vector embedding blends symptoms.
CASE_001436,570157,Okay @115858 I get that the new IPhone X is out now but my 6s should not be glitching this fucking bad. It took me 3 times to open up twitte,GENERAL_DEVICE_INQUIRY,KEYBOARD_TYPING_AUTOCORRECT,0.7107,CASE_007872,"@115858 @AppleSupport  FIX THIS SHIT right Fucking now pretty please dang 
I
I️m
I.T @AppleSupport Iphone 6s and sorry i",3. Post-Update Symptom Ambiguity,"Customer framed specific hardware symptom around OS update, pulling general OS update cases."
CASE_002166,865900,"@AppleSupport I have a problem with a print product I ordered through Photos for Mac OS, what’s the best point of contact? @AppleSupport I’m",GENERAL_DEVICE_INQUIRY,OS_UPDATE_SYSTEM_PERFORMANCE,0.5768,CASE_004855,"@AppleSupport my printer is printing tiny images in the corner of the page since I changed to ISO11
Please help 
Despera",5. Lexical Overlap with Distinct Root Cause,"Retrieved case shares lexical keywords (e.g. store, account, music) but addresses a distinct support action."
CASE_002047,820691,"@AppleSupport I have an i7+ and os11 is the buggiest software ever!  Jurkey, battery sucking, mess!  Stop move to  palace and kill bugs. @Ap",BATTERY_CHARGING_POWER,KEYBOARD_TYPING_AUTOCORRECT,0.6988,CASE_004633,"@AppleSupport iOS 11 horrible.  Screens lock up, keyboard types in slow mo, apps freeze, can’t type letter “I️”. Apple u",2. Multi-Issue Compound Query,Customer described multiple simultaneous issues; single-vector embedding blends symptoms.
CASE_006902,2577051,Plus This Is My 3rd iPhone In 3 Months I’m Seriously Fed Up With @115858 x @AppleSupport @AppleSupport MY PHONE WONT CHARGE. IT FREEZES. GLI,CONNECTIVITY_WIFI_BLUETOOTH,GENERAL_DEVICE_INQUIRY,0.7431,CASE_000292,"I just want to say... Iphone is a racket... I'm very disappointed in @115858, this glitchy SE is the worst 📱➡️🗑 @AppleSu",2. Multi-Issue Compound Query,Customer described multiple simultaneous issues; single-vector embedding blends symptoms.
CASE_000370,184406,@115858 Videos in my photos are not playing ..I am using iPhone SE .. please help me playing my videos ! Thanks.,GENERAL_DEVICE_INQUIRY,OS_UPDATE_SYSTEM_PERFORMANCE,0.6508,CASE_007685,@AppleSupport I’ve been having trouble playing videos they play but then it goes back and plays the last couple seconds ,1. Ultra-short or Vague Customer Query,Query lacks diagnostic specificity or symptom keywords; vector sits near generic dense region.
CASE_006227,2367742,@115858 😡 damn you - your stupid update wiped out my AppleMusic playlists...frustrated!!,OS_UPDATE_SYSTEM_PERFORMANCE,APP_STORE_PURCHASES_BILLING,0.7805,CASE_003405,I lost all my music with this update @115948 @AppleSupport,3. Post-Update Symptom Ambiguity,"Customer framed specific hardware symptom around OS update, pulling general OS update cases."
CASE_002348,945656,"Help! @AppleSupport iMovie keeps crashing! On forums I read people face same issues… can’t edit, export, whatever… re-install did not work. ",APP_STORE_PURCHASES_BILLING,APP_CRASH_AND_DOWNLOAD,0.7548,CASE_006998,Anyone facing iMovie crashes with Mac OS Sierra update? Please help me with any fix? Cc: @115858 @AppleSupport @AppleSup,1. Ultra-short or Vague Customer Query,Query lacks diagnostic specificity or symptom keywords; vector sits near generic dense region.
CASE_003473,1507359,@AppleSupport 2/2 My name is there but not the apps I've purchased. We were able to share apps in iOS 10. @AppleSupport Thanks!,GENERAL_DEVICE_INQUIRY,OS_UPDATE_SYSTEM_PERFORMANCE,0.6482,CASE_005633,@118936 need iOS 11 update to this app. How to contact the developer? #SriLanka #Sinhala @AppleSupport https://t.co/mxqJ,3. Post-Update Symptom Ambiguity,"Customer framed specific hardware symptom around OS update, pulling general OS update cases."
CASE_002162,864406,@AppleSupport y’all updatesbe messing up a sista’s phone 😤😩😫 @AppleSupport I went to the apple store and they fixed the issue,GENERAL_DEVICE_INQUIRY,OS_UPDATE_SYSTEM_PERFORMANCE,0.7929,CASE_002228,Dear @115858 @AppleSupport please fix this shit update bug! I have to turn my phone off &amp; on to get it back normal. ,2. Multi-Issue Compound Query,Customer described multiple simultaneous issues; single-vector embedding blends symptoms.
CASE_007546,2805993,Hey @AppleSupport the new version of iTunes has erased all the special ring tones from my iPhone and there's no way to get them back! Please,APP_STORE_PURCHASES_BILLING,HOW_TO_SETTINGS_CONFIGURATION,0.7636,CASE_002119,@AppleSupport Why aren’t my ring tones under downloaded? How do I get them back? @AppleSupport thx,2. Multi-Issue Compound Query,Customer described multiple simultaneous issues; single-vector embedding blends symptoms.
CASE_005421,2178041,@AppleSupport Hi! Apparently Numbers will export .csv with commas or semicolons as separators depending on your language settings. Why can’t,HOW_TO_SETTINGS_CONFIGURATION,OS_UPDATE_SYSTEM_PERFORMANCE,0.4445,CASE_006377,"@AppleSupport why are all my saved numbers doing this? https://t.co/evKeoCAZRw @AppleSupport No changes at all, it just ",1. Ultra-short or Vague Customer Query,Query lacks diagnostic specificity or symptom keywords; vector sits near generic dense region.
CASE_002167,865932,"@AppleSupport how to get rid of familyshare setting_it’s upsetting me every time when I try to update any app from my one iPhone, and it ask",ACCOUNT_APPLEID_ICLOUD,APP_STORE_PURCHASES_BILLING,0.5882,CASE_002821,@AppleSupport : How do I upgrade my Apple Music subscription to Family sharing? @AppleSupport Thanks... That worked.,1. Ultra-short or Vague Customer Query,Query lacks diagnostic specificity or symptom keywords; vector sits near generic dense region.
CASE_000379,187425,"@AppleSupport My phone came back from Apple service centre and now, I can’t find any of my Apple Music songs or playlist even after log in. ",ACCOUNT_APPLEID_ICLOUD,APP_STORE_PURCHASES_BILLING,0.7372,CASE_006121,"@AppleSupport can you guys just fix the music app,this is very embarrassing considering how much we pay for your service",2. Multi-Issue Compound Query,Customer described multiple simultaneous issues; single-vector embedding blends symptoms.
CASE_007495,2787848,"@AppleSupport so, iPhone X and Watch 3 - my Nike and Nokia Health apps won’t sign in - I use both daily, please help I’ve tried everything. ",ACCOUNT_APPLEID_ICLOUD,APP_STORE_PURCHASES_BILLING,0.6736,CASE_004621,Anyone else having issues with Apples App Store? I’ve tried signing out and in but still not updating any apps they just,1. Ultra-short or Vague Customer Query,Query lacks diagnostic specificity or symptom keywords; vector sits near generic dense region.
CASE_001767,686911,MY IPHONE JUST GAVE ME A DAMN HEART ATTACK BY DELETING EVERYTHING IN MY CAMERA ROLL! Now it’s trying to restore everything. Omg fuck @115858,DISPLAY_TOUCH_SCREEN,GENERAL_DEVICE_INQUIRY,0.7186,CASE_003782,Is @115858 having a bad day because my photos hav been deleted off my #iphone ???? @AppleSupport Thank you for your resp,3. Post-Update Symptom Ambiguity,"Customer framed specific hardware symptom around OS update, pulling general OS update cases."
CASE_002241,889528,"@AppleSupport i have an iphone 8 plus and my reachability has stopped working. should i restart the phone? @AppleSupport thanks, it helped! ",OS_UPDATE_SYSTEM_PERFORMANCE,GENERAL_DEVICE_INQUIRY,0.6685,CASE_004767,"why does my phone always do this dumb shit https://t.co/FFlBuwY7yO @AppleSupport what the fuck is up apple, step the fuc",1. Ultra-short or Vague Customer Query,Query lacks diagnostic specificity or symptom keywords; vector sits near generic dense region.
CASE_001079,489687,"@123765 @115858 Well, so I write this nice tweet about our favorite Japanese restaurant. I decide to geo-locate. Twitter wants permission to",KEYBOARD_TYPING_AUTOCORRECT,GENERAL_DEVICE_INQUIRY,0.5986,CASE_002366,@AppleSupport My Twitter app for iPhone doesn't work. Could you give support? Please @AppleSupport the problem has alrea,3. Post-Update Symptom Ambiguity,"Customer framed specific hardware symptom around OS update, pulling general OS update cases."
CASE_000623,286211,Getting distorted outgoing Voice msg quality w the last update to #iPhone &amp; #WhatsApp @4305 @AppleSupport Bluetooth is off but sounds on,CONNECTIVITY_WIFI_BLUETOOTH,AUDIO_SOUND_SPEAKER,0.6837,CASE_000471,"@AppleSupport ever since updating my iOS, nobody can hear my voice on calls. What’s the fix?? Work phone, urgent.",2. Multi-Issue Compound Query,Customer described multiple simultaneous issues; single-vector embedding blends symptoms.
CASE_005833,2292783,"Clemens finds Marcus McCoy for a 36-yard touchdown. The two-point attempt is good, but I️t didn’t look like I️t. Refs are horrible today. 31",KEYBOARD_TYPING_AUTOCORRECT,OS_UPDATE_SYSTEM_PERFORMANCE,0.4637,CASE_004272,Can someone explain to me why @115858 still hasn’t fixed this glitch? @AppleSupport Thanks!,3. Post-Update Symptom Ambiguity,"Customer framed specific hardware symptom around OS update, pulling general OS update cases."
CASE_006272,2373260,"@115858  @AppleSupport why haven’t you done anything about this “I️ “ @AppleSupport Great! I’m on the public beta, see there’s an update rea",OS_UPDATE_SYSTEM_PERFORMANCE,GENERAL_DEVICE_INQUIRY,0.87,CASE_004263,@115858 please fix my I’s @AppleSupport That worked! Thank you😱😇,1. Ultra-short or Vague Customer Query,Query lacks diagnostic specificity or symptom keywords; vector sits near generic dense region.
CASE_002048,821146,@AppleSupport Is there to set up a Genius Bar appointment through the Apple Store app? Or is it through the website? @AppleSupport I didn't ,GENERAL_DEVICE_INQUIRY,ACCOUNT_APPLEID_ICLOUD,0.5887,CASE_006920,@AppleSupport I reaaaaalllly need to make an appointment tomorrow in Germantown. I don't have my apple id handy. Anyway ,5. Lexical Overlap with Distinct Root Cause,"Retrieved case shares lexical keywords (e.g. store, account, music) but addresses a distinct support action."
CASE_006609,2485686,@115858 would I be asked to verify my bank details and personal details suddenly? Is this legitimately @AppleSupport how do I know it’s not ,HOW_TO_SETTINGS_CONFIGURATION,GENERAL_DEVICE_INQUIRY,0.7485,CASE_002721,this is a scam right? @AppleSupport https://t.co/ghBmFQ362b @AppleSupport Last time I entered my details to verify my ac,2. Multi-Issue Compound Query,Customer described multiple simultaneous issues; single-vector embedding blends symptoms.
CASE_007791,2923663,"@116333 @AppleSupport It seems like Game Center issues are not being escalated. More users reporting issues, no statement about what has hap",GENERAL_DEVICE_INQUIRY,ACCOUNT_APPLEID_ICLOUD,0.7521,CASE_007779,@AppleSupport Is game center down?  It's not recognizing my login! @AppleSupport @807894  https://t.co/hMTXufLbxB @Apple,3. Post-Update Symptom Ambiguity,"Customer framed specific hardware symptom around OS update, pulling general OS update cases."
CASE_004588,1768832,Let's try this again. @AppleSupport my iPod is stuck on this screen. It won't update or restore through iTunes. Please help https://t.co/IRV,DISPLAY_TOUCH_SCREEN,BATTERY_CHARGING_POWER,0.653,CASE_001547,@AppleSupport My ipod 5th gen can charge but it always gets stuck on the apple logo and the recovery steps have not work,1. Ultra-short or Vague Customer Query,Query lacks diagnostic specificity or symptom keywords; vector sits near generic dense region.
CASE_005455,2193310,I wonder what these random ? marks mean. I can’t see the emoji but i definitely dont trust @AppleSupport &amp; @115858 to do another awful u,OS_UPDATE_SYSTEM_PERFORMANCE,GENERAL_DEVICE_INQUIRY,0.791,CASE_007565,@115858 @applesupport what is going on? What’s that emoji for? https://t.co/Nil9VJzZzG @AppleSupport Thanks!,3. Post-Update Symptom Ambiguity,"Customer framed specific hardware symptom around OS update, pulling general OS update cases."
CASE_003724,1579729,@115858 you guys need to fix texts. I’m tired of typing “i” and getting this I️ @AppleSupport That worked!! Thank you so much!!!,KEYBOARD_TYPING_AUTOCORRECT,OS_UPDATE_SYSTEM_PERFORMANCE,0.8534,CASE_005302,"@115858 needs to fix these stupid ass bugs, I’ve had enough🤬 @AppleSupport OR instead of me having to program my phone t",2. Multi-Issue Compound Query,Customer described multiple simultaneous issues; single-vector embedding blends symptoms.
CASE_002510,1023839,@AppleSupport any way to disable the unified media keys on High Sierra? Thanks @AppleSupport Okay thanks you,GENERAL_DEVICE_INQUIRY,APP_STORE_PURCHASES_BILLING,0.5759,CASE_006323,"@applesupport With HighSierra the f7 f8 f9 keys don't work to control iTunes if I'm on a page watching other media, it c",5. Lexical Overlap with Distinct Root Cause,"Retrieved case shares lexical keywords (e.g. store, account, music) but addresses a distinct support action."
CASE_007714,2892105,"Is this a bug, @115858? Or have @118936 buttons learned how to dance? @AppleSupport https://t.co/N8OHkRrJKQ @AppleSupport Hey! It’s on iOS 1",APP_STORE_PURCHASES_BILLING,OS_UPDATE_SYSTEM_PERFORMANCE,0.6741,CASE_000070,new iOS 11.1 bug? @AppleSupport https://t.co/EPcqhcyxPd @123693 @AppleSupport it's been happening to me for a while and ,2. Multi-Issue Compound Query,Customer described multiple simultaneous issues; single-vector embedding blends symptoms.
CASE_001217,542386,@AppleSupport what’s happening to iPhone resetting back to lock screens??? 🤬,GENERAL_DEVICE_INQUIRY,OS_UPDATE_SYSTEM_PERFORMANCE,0.7396,CASE_000069,@AppleSupport WHY will my phone not stop locking itself when I’m in the middle of doing things??? @AppleSupport iPhone 8,5. Lexical Overlap with Distinct Root Cause,"Retrieved case shares lexical keywords (e.g. store, account, music) but addresses a distinct support action."
CASE_006853,2562299,hey uh @115858 can u pls make it so that I don't have to see gd notifications for ppl reacting to things in the group chat 😩I have never onc,KEYBOARD_TYPING_AUTOCORRECT,GENERAL_DEVICE_INQUIRY,0.5604,CASE_005575,I sent a text to my friend and everyone else got it?????????? TELL ME IM NOT THE ONLY ONE AHATS UP @115858 @AppleSupport,3. Post-Update Symptom Ambiguity,"Customer framed specific hardware symptom around OS update, pulling general OS update cases."
CASE_000531,245969,Anyone having issues sending iMessages over Cellular Data after going to 11.0.2 @AppleSupport @AppleSupport @174420 Mine or my bf’s won’t wo,CONNECTIVITY_WIFI_BLUETOOTH,OS_UPDATE_SYSTEM_PERFORMANCE,0.7591,CASE_001826,@AppleSupport please fix your shit i have been dealing with problems for the entire week... @122609 here i come baby 😂 @,1. Ultra-short or Vague Customer Query,Query lacks diagnostic specificity or symptom keywords; vector sits near generic dense region.
CASE_002844,1187745,Hi i'm having a hard time with my account how do i solve this? @AppleSupport @115858 https://t.co/xEajRoSzXu @AppleSupport Solved. Thank you,HOW_TO_SETTINGS_CONFIGURATION,ACCOUNT_APPLEID_ICLOUD,0.6904,CASE_002893,"@115858 Please I forgot my security question and answer,tried resetting it but this is what I got in return...can you he",3. Post-Update Symptom Ambiguity,"Customer framed specific hardware symptom around OS update, pulling general OS update cases."
CASE_003208,1386589,@AppleSupport why since the latest iOS update does my phone continuously #freeze #crash #havetoreset 😡😡,OS_UPDATE_SYSTEM_PERFORMANCE,CONNECTIVITY_WIFI_BLUETOOTH,0.7944,CASE_002530,@AppleSupport @115858 Since the new iOS update my phone keeps freezing - do you know why? @AppleSupport It seems to be m,1. Ultra-short or Vague Customer Query,Query lacks diagnostic specificity or symptom keywords; vector sits near generic dense region.
CASE_003317,1434178,Does anyone want to tell me why I just got a call from my own number? It’s not October anymore @AppleSupport stop tryna be spooky @AppleSupp,OS_UPDATE_SYSTEM_PERFORMANCE,GENERAL_DEVICE_INQUIRY,0.7348,CASE_000315,"Spent an hour waiting on hold with @AppleSupport this morning, only to have them disconnect the call before I could talk",1. Ultra-short or Vague Customer Query,Query lacks diagnostic specificity or symptom keywords; vector sits near generic dense region.
CASE_007665,2860047,"@AppleSupport @115948 ☹️☹️ https://t.co/byLnUWjYaI @AppleSupport No, I didn’t restart it and everything else seems to be working fine.
I’ll ",OS_UPDATE_SYSTEM_PERFORMANCE,GENERAL_DEVICE_INQUIRY,0.8784,CASE_003901,@AppleSupport y’all gonna fix this?? https://t.co/n6moA1qMGx @AppleSupport It worked. Thank you.,2. Multi-Issue Compound Query,Customer described multiple simultaneous issues; single-vector embedding blends symptoms.
CASE_003814,1593238,@115858 what are your service hours? I have an issue with billing. @AppleSupport It's iTunes. @AppleSupport What's the reply time? I sent an,CONNECTIVITY_WIFI_BLUETOOTH,APP_STORE_PURCHASES_BILLING,0.6965,CASE_006820,"@115858 are happy to take your money, but can't sort out software issues because you are having software issues at @Appl",3. Post-Update Symptom Ambiguity,"Customer framed specific hardware symptom around OS update, pulling general OS update cases."
CASE_001884,751766,@AppleSupport can I get rid of the new update? It has seriously messed up my phone. It freezes every few minutes and I cant hear phone calls,AUDIO_SOUND_SPEAKER,OS_UPDATE_SYSTEM_PERFORMANCE,0.8328,CASE_002946,@AppleSupport please can I undo the new update? My iPhone is constantly freezing and all of my apps are slow #iphoneprob,2. Multi-Issue Compound Query,Customer described multiple simultaneous issues; single-vector embedding blends symptoms.
CASE_006083,2321415,I’ve grown so much in the past 8 months and it feels SO DAMN GOOD to be a better version of myself  than I️ was just a year ago 🖤 Lol thanks,OS_UPDATE_SYSTEM_PERFORMANCE,GENERAL_DEVICE_INQUIRY,0.5032,CASE_007871,@115858 fix ur glitches ur ruining my tweets. Every time “I” is autocorrected to “A ⍰” I️ want to scream,2. Multi-Issue Compound Query,Customer described multiple simultaneous issues; single-vector embedding blends symptoms.
CASE_000931,428377,"@115858 @AppleSupport when i search contact on imessage, there some trouble. Like stuck on keyboard and going so heavy to choice anycontact ",KEYBOARD_TYPING_AUTOCORRECT,OS_UPDATE_SYSTEM_PERFORMANCE,0.717,CASE_000396,"Hey @AppleSupport you’re new iOS 11 is HORRIBLE. Even the new update is awful. My iMessages has lots of delays, freezes ",2. Multi-Issue Compound Query,Customer described multiple simultaneous issues; single-vector embedding blends symptoms.
CASE_002486,1014394,"@AppleSupport after update to ios 11, i don’t get notif for new posts, and receive the notif only after opening WhatsApp, plese fix it ASAP!",BATTERY_CHARGING_POWER,KEYBOARD_TYPING_AUTOCORRECT,0.7414,CASE_001912,"Since updating my phone I don’t receive WhatsApp notifications until I open the app. @AppleSupport, sort it out. Annoyin",2. Multi-Issue Compound Query,Customer described multiple simultaneous issues; single-vector embedding blends symptoms.
CASE_006050,2313536,"@AppleSupport 
i have aproplem in both devices ( iphon 7 &amp; 6s plus ) after last update .
The devices stuck black screen and apple logo .",DISPLAY_TOUCH_SCREEN,OS_UPDATE_SYSTEM_PERFORMANCE,0.5756,CASE_006016,"Any @115858 guru friends out there know what to do with this? Was updating to the new OS, tried to reboot and got these ",1. Ultra-short or Vague Customer Query,Query lacks diagnostic specificity or symptom keywords; vector sits near generic dense region.
CASE_002413,989648,@AppleSupport my touch bar isn't working! https://t.co/Exw41Bcg2p @AppleSupport yes it works in my other programs @AppleSupport ok that sett,DISPLAY_TOUCH_SCREEN,GENERAL_DEVICE_INQUIRY,0.6805,CASE_002793,"@AppleSupport FaceTime doesn’t work. Help me, please. @AppleSupport It is missing, I have not found the option of FaceTi",1. Ultra-short or Vague Customer Query,Query lacks diagnostic specificity or symptom keywords; vector sits near generic dense region.
CASE_004668,1776825,"Also, impatiently waiting for @115858 to fix this annoying glitch shit @533924 @115858 complaining about it isn't gonna fix it, just sayin' ",KEYBOARD_TYPING_AUTOCORRECT,OS_UPDATE_SYSTEM_PERFORMANCE,0.8416,CASE_004272,Can someone explain to me why @115858 still hasn’t fixed this glitch? @AppleSupport Thanks!,2. Multi-Issue Compound Query,Customer described multiple simultaneous issues; single-vector embedding blends symptoms.
