case_id,query,true_intent,baseline_intent,domain_aware_intent,multi_issue,symptom_domains,decision_hint
CASE_004918,"iPhone 8
Great speed, perfect touch sensitivity and better look but poor battery @AppleSupport",BATTERY_CHARGING_POWER,BATTERY_CHARGING_POWER,BATTERY_CHARGING_POWER,False,BATTERY_CHARGING_POWER,PROCEED
CASE_005065,"@AppleSupport Ever since upgrading to iOS11, iPhone 6 keeps changing screen brightness erratically all the time. Won’t stay set. Annoying. @",DISPLAY_TOUCH_SCREEN,DISPLAY_TOUCH_SCREEN,DISPLAY_TOUCH_SCREEN,False,DISPLAY_TOUCH_SCREEN,PROCEED
CASE_003493,@AppleSupport  Watch on os4 does not change time to reflect local time zone after coming off airplane mode. Phone adjusts. They do connect. ,CONNECTIVITY_WIFI_BLUETOOTH,OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,False,,PROCEED
CASE_002997,"@116333  system say my membership already expired , but I am sure my membership is still alive , I can’t listen to any music right now😭 http",ACCOUNT_APPLEID_ICLOUD,APP_STORE_PURCHASES_BILLING,APP_STORE_PURCHASES_BILLING,False,,PROCEED
CASE_005734,"So many bugs with my iPhoneX: Photos, iCloud, hours with @AppleSupport. Blech. @AppleSupport Thanks! I’ve been in touch with a few senior ad",ACCOUNT_APPLEID_ICLOUD,GENERAL_DEVICE_INQUIRY,DISPLAY_TOUCH_SCREEN,False,ACCOUNT_APPLEID_ICLOUD,PROCEED
CASE_001123,@115858 what’s going on with 11.1.2 and the grey spinning wheel! #brokeniphone @AppleSupport iPhone X. iOS 11.1.2. It goes to a black screen,DISPLAY_TOUCH_SCREEN,BATTERY_CHARGING_POWER,APP_CRASH_AND_DOWNLOAD,True,"DISPLAY_TOUCH_SCREEN, APP_CRASH_AND_DOWNLOAD",ESCALATE_MULTI_ISSUE
CASE_000738,"@AppleSupport #ios11 disconects all the time from bluetooth devices, is the phone not the devices, please solve it @AppleSupport hi thanks, ",CONNECTIVITY_WIFI_BLUETOOTH,CONNECTIVITY_WIFI_BLUETOOTH,CONNECTIVITY_WIFI_BLUETOOTH,False,CONNECTIVITY_WIFI_BLUETOOTH,PROCEED
CASE_007506,@AppleSupport are there reported issues with iPhone X and Bluetooth ? iOS 11.1.2 (15B202) keeps dropping BT connection to Parrot 3200 car ki,AUDIO_SOUND_SPEAKER,AUDIO_SOUND_SPEAKER,AUDIO_SOUND_SPEAKER,True,"CONNECTIVITY_WIFI_BLUETOOTH, AUDIO_SOUND_SPEAKER",ESCALATE_MULTI_ISSUE
CASE_006558,"@AppleSupport auto brightness is m.i.a., how do I find it? https://t.co/SiI0hQG5bv",DISPLAY_TOUCH_SCREEN,DISPLAY_TOUCH_SCREEN,DISPLAY_TOUCH_SCREEN,True,"DISPLAY_TOUCH_SCREEN, HOW_TO_SETTINGS_CONFIGURATION",ESCALATE_MULTI_ISSUE
CASE_005794,As much as I love @115858 . I fucking hate #iTunes. It literally ruined my day and almost gave me a heart attack today. @AppleSupport I acci,APP_STORE_PURCHASES_BILLING,HOW_TO_SETTINGS_CONFIGURATION,HOW_TO_SETTINGS_CONFIGURATION,True,"APP_STORE_PURCHASES_BILLING, HOW_TO_SETTINGS_CONFIGURATION",ESCALATE_MULTI_ISSUE
CASE_005669,These boxes are so annoying @115858 fix it! @AppleSupport Thanks you!,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,False,,PROCEED
CASE_007547,"i️ i️ i️ i️ i️ i️ i️ i️ i️ i️ i️ i️ i️ i️ i️ i️ i️ i️ i️ i️ i️ i️ i️ i️ i️ i️ i️ i️ i️ i️ i️ i️ i️ i️ i️ i️ i️ i️ i️ 

i️ wanna say a big FU",GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,False,,PROCEED
CASE_004477,"Μετά το update στο #ios11, δεν έχω κινητό. Σταθερό έχω! @115858 please fix the battery issue! Thank you! @AppleSupport Thank you for replyin",BATTERY_CHARGING_POWER,BATTERY_CHARGING_POWER,BATTERY_CHARGING_POWER,False,BATTERY_CHARGING_POWER,PROCEED
CASE_007640,@AppleSupport What’s the best way to care for my new iPhone’s battery? Is it best to leave it on charge when I’m at work and all night or sh,BATTERY_CHARGING_POWER,BATTERY_CHARGING_POWER,BATTERY_CHARGING_POWER,False,BATTERY_CHARGING_POWER,PROCEED
CASE_005512,"But seriously, how long does it take to shoot out an update to fix this mother flipping glitch, @115858?!",OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,False,,PROCEED
CASE_007674,"@AppleSupport the iOS stock app has been glitching for months now, When turned to landscape it.",GENERAL_DEVICE_INQUIRY,OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,False,,PROCEED
CASE_001467,@AppleSupport @115948 my Apple Music keeps crashing and won’t let me play any music @AppleSupport IOS 11.1. It started this morning but I de,APP_STORE_PURCHASES_BILLING,APP_STORE_PURCHASES_BILLING,APP_STORE_PURCHASES_BILLING,True,"APP_STORE_PURCHASES_BILLING, APP_CRASH_AND_DOWNLOAD",ESCALATE_MULTI_ISSUE
CASE_005082,@AppleSupport attempting to verify for 11.1 update on a 6+S - several attempts tell me I am not connected to the internet. Yet I am? @AppleS,OS_UPDATE_SYSTEM_PERFORMANCE,CONNECTIVITY_WIFI_BLUETOOTH,OS_UPDATE_SYSTEM_PERFORMANCE,False,,PROCEED
CASE_007706,@AppleSupport pls inform how to stop auto-brightness. No option coming in Display &amp; Brightness https://t.co/XNZXGLiOxn,DISPLAY_TOUCH_SCREEN,DISPLAY_TOUCH_SCREEN,DISPLAY_TOUCH_SCREEN,True,"DISPLAY_TOUCH_SCREEN, HOW_TO_SETTINGS_CONFIGURATION",ESCALATE_MULTI_ISSUE
CASE_001238,@AppleSupport my phone is restarting every few seconds ios 11.1.2 iphone 7,OS_UPDATE_SYSTEM_PERFORMANCE,HOW_TO_SETTINGS_CONFIGURATION,OS_UPDATE_SYSTEM_PERFORMANCE,False,,PROCEED
CASE_003799,"WHY is my iphone and ipad autocorrecting ""I"" to ""A [?]""
?!?!!?!?!?!?!?!?!
@AppleSupport #iPhone #iPad #autocorrectfail @AppleSupport thanks.",GENERAL_DEVICE_INQUIRY,KEYBOARD_TYPING_AUTOCORRECT,GENERAL_DEVICE_INQUIRY,False,,PROCEED
CASE_006481,@AppleSupport Can we make our Safari Favorites page our home page?  Seems natural that someone might want that. Thanks. @AppleSupport Thanks,GENERAL_DEVICE_INQUIRY,OS_UPDATE_SYSTEM_PERFORMANCE,GENERAL_DEVICE_INQUIRY,False,,PROCEED
CASE_004190,"Apple, I️ need you to stop fucking things up. @AppleSupport can you explain this. Thanks.",GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,False,,PROCEED
CASE_000759,Some please tell me what the duck this means @AppleSupport @115948 https://t.co/sZrCFvTBdv @AppleSupport I fixed it,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,False,,PROCEED
CASE_004216,@115858 updated to iOS11.1. WiFi keeps turning on itself although I turned it off in control center. In fact it is On in settings. @AppleSup,CONNECTIVITY_WIFI_BLUETOOTH,CONNECTIVITY_WIFI_BLUETOOTH,CONNECTIVITY_WIFI_BLUETOOTH,True,"CONNECTIVITY_WIFI_BLUETOOTH, HOW_TO_SETTINGS_CONFIGURATION",ESCALATE_MULTI_ISSUE
CASE_000422,@AppleSupport VM is full and can't delete them help please. @AppleSupport iOS 10.3.3. When I delete them they come right back @AppleSupport ,OS_UPDATE_SYSTEM_PERFORMANCE,ACCOUNT_APPLEID_ICLOUD,ACCOUNT_APPLEID_ICLOUD,False,,PROCEED
CASE_004583,hi @AppleSupport @115858 whenever i️ type and “i️” it changes fix it please thanks xoxoxo @AppleSupport thanks! it happening with everyone’s,GENERAL_DEVICE_INQUIRY,KEYBOARD_TYPING_AUTOCORRECT,KEYBOARD_TYPING_AUTOCORRECT,False,,PROCEED
CASE_001151,"#iPhoneX resprings every 20 seconds showing a black screen with a turning gear, no solution at @AppleSupport so far.. #help #crash #gettingc",DISPLAY_TOUCH_SCREEN,DISPLAY_TOUCH_SCREEN,APP_CRASH_AND_DOWNLOAD,True,"DISPLAY_TOUCH_SCREEN, APP_CRASH_AND_DOWNLOAD",ESCALATE_MULTI_ISSUE
CASE_002389,What the hell @115858. I have no app search ability with this new update. Finding apps on my iPad is so hard now. Please bring back my app s,OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,False,,PROCEED
CASE_004623,Excuse me @115858 can you fix the ? In boxes.. @AppleSupport How about you just put a new update to fix it 🤔,OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,False,,PROCEED
CASE_005203,help @AppleSupport https://t.co/hN5Pfvb4bl @AppleSupport i soft reset my phone and it is working now,OS_UPDATE_SYSTEM_PERFORMANCE,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,False,,PROCEED
CASE_003507,@AppleSupport i have the iPad Air 1 in my movies section i have some movies showing up in 4k can i still watch them on my iPad Air 1? @Apple,APP_STORE_PURCHASES_BILLING,APP_STORE_PURCHASES_BILLING,APP_STORE_PURCHASES_BILLING,False,APP_STORE_PURCHASES_BILLING,PROCEED
CASE_004921,@1313 hello do you support any more @115858 watch? Because crashing all time and is slow!! @579587 @1313 @115858 I’ve been asking the same q,APP_CRASH_AND_DOWNLOAD,APP_CRASH_AND_DOWNLOAD,APP_CRASH_AND_DOWNLOAD,False,APP_CRASH_AND_DOWNLOAD,PROCEED
CASE_004810,@AppleSupport can import audio from Memos to a Photos moments movie ? @AppleSupport Thanks,AUDIO_SOUND_SPEAKER,OS_UPDATE_SYSTEM_PERFORMANCE,AUDIO_SOUND_SPEAKER,False,AUDIO_SOUND_SPEAKER,PROCEED
CASE_004570,ok hello @115858 y’all are one of the biggest tech companies in the world it shouldn’t be that hard to roll out a fix for this i️ glitch thx,OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,False,,PROCEED
CASE_006619,"@AppleSupport, my wife had to end a call in about 20 mins because her #iPhone7Plus got very hot. Of course, the battery had drained at a rap",BATTERY_CHARGING_POWER,BATTERY_CHARGING_POWER,BATTERY_CHARGING_POWER,False,BATTERY_CHARGING_POWER,PROCEED
CASE_006291,"Why when i type i it changes to I️ please help @115858 @AppleSupport How is that going to help though? @AppleSupport Oh
Thanks then",GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,KEYBOARD_TYPING_AUTOCORRECT,False,,PROCEED
CASE_002283,"@AppleSupport Just updated to IOS11.3 and my Apple Music library has gone 😐 @AppleSupport Thanks for the reply, they’ve all come back now!",APP_STORE_PURCHASES_BILLING,APP_STORE_PURCHASES_BILLING,APP_STORE_PURCHASES_BILLING,False,APP_STORE_PURCHASES_BILLING,PROCEED
CASE_007160,Why is it so hard to watch movies that I download from the Apple store? I’ve paid for it and yet phone can never seem to download it. Now it,DISPLAY_TOUCH_SCREEN,APP_STORE_PURCHASES_BILLING,DISPLAY_TOUCH_SCREEN,False,DISPLAY_TOUCH_SCREEN,PROCEED
CASE_003484,"Hmmm. I've updated to iOS 11.1 but my emojis haven't updated. Any bright sparks know why? @AppleSupport? @AppleSupport It's OK, I fixed it! ",KEYBOARD_TYPING_AUTOCORRECT,GENERAL_DEVICE_INQUIRY,KEYBOARD_TYPING_AUTOCORRECT,False,KEYBOARD_TYPING_AUTOCORRECT,PROCEED
CASE_003114,@AppleSupport How do I update my shipping address for my iPhone X order? @AppleSupport Gee thanks. I was already on the phone with them for ,AUDIO_SOUND_SPEAKER,CONNECTIVITY_WIFI_BLUETOOTH,GENERAL_DEVICE_INQUIRY,True,"AUDIO_SOUND_SPEAKER, HOW_TO_SETTINGS_CONFIGURATION",ESCALATE_MULTI_ISSUE
CASE_004396,Yo?? What happened to the “Call Forwarding” option? It disappeared ??@115990 @115725 @AppleSupport,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,False,,PROCEED
CASE_001436,Okay @115858 I get that the new IPhone X is out now but my 6s should not be glitching this fucking bad. It took me 3 times to open up twitte,GENERAL_DEVICE_INQUIRY,KEYBOARD_TYPING_AUTOCORRECT,GENERAL_DEVICE_INQUIRY,False,,PROCEED
CASE_004046,@115858 @AppleSupport Why is it taking 6 months for you to unlock an iPhone 7 that I have PROVEN to you that I own? @AppleSupport Really? Ca,ACCOUNT_APPLEID_ICLOUD,ACCOUNT_APPLEID_ICLOUD,GENERAL_DEVICE_INQUIRY,False,,PROCEED
CASE_003427,@AppleSupport i'm trying to play audio on my phone but it says headphones and there are no headphones in the jack and bluetooth is off,AUDIO_SOUND_SPEAKER,AUDIO_SOUND_SPEAKER,AUDIO_SOUND_SPEAKER,True,"CONNECTIVITY_WIFI_BLUETOOTH, AUDIO_SOUND_SPEAKER",ESCALATE_MULTI_ISSUE
CASE_007817,Super disappointed how I backed up my phone and photos on iCloud and somehow didn’t get my photos on my new replacement @115858 @AppleSuppor,ACCOUNT_APPLEID_ICLOUD,ACCOUNT_APPLEID_ICLOUD,ACCOUNT_APPLEID_ICLOUD,False,ACCOUNT_APPLEID_ICLOUD,PROCEED
CASE_001618,@AppleSupport I have found a display bug in iOS 11 where the portrait orientation lock doesn’t always work when its enabled. Where would I r,DISPLAY_TOUCH_SCREEN,DISPLAY_TOUCH_SCREEN,DISPLAY_TOUCH_SCREEN,True,"DISPLAY_TOUCH_SCREEN, HOW_TO_SETTINGS_CONFIGURATION",ESCALATE_MULTI_ISSUE
CASE_005476,.@AppleSupport-consecutive updates have affected screen display. Device opens in horizontal mode. Flips to vertical when opening apps. 😡 @Ap,DISPLAY_TOUCH_SCREEN,OS_UPDATE_SYSTEM_PERFORMANCE,DISPLAY_TOUCH_SCREEN,False,DISPLAY_TOUCH_SCREEN,PROCEED
CASE_002166,"@AppleSupport I have a problem with a print product I ordered through Photos for Mac OS, what’s the best point of contact? @AppleSupport I’m",GENERAL_DEVICE_INQUIRY,OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,False,,PROCEED
CASE_004054,".@AppleSupport I️ made a joke tweet about this annoying “I️” glitch like a week ago, but now I’m f’real. When are you fixing it? @AppleSuppo",OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,False,,PROCEED
CASE_004887,@115858 iOS 11.0.3 update is terrible. Phone battery not lasting plus phone spontaneously mutes itself! Any help please?!?,BATTERY_CHARGING_POWER,AUDIO_SOUND_SPEAKER,BATTERY_CHARGING_POWER,False,BATTERY_CHARGING_POWER,PROCEED
CASE_003347,"Oh here we go again, @AppleSupport, 1GB+ of iOS update being pushed to my phone over and over, forcing manual deletion. Same for 11 as 10. @",OS_UPDATE_SYSTEM_PERFORMANCE,APP_STORE_PURCHASES_BILLING,OS_UPDATE_SYSTEM_PERFORMANCE,False,HOW_TO_SETTINGS_CONFIGURATION,PROCEED
CASE_002047,"@AppleSupport I have an i7+ and os11 is the buggiest software ever!  Jurkey, battery sucking, mess!  Stop move to  palace and kill bugs. @Ap",BATTERY_CHARGING_POWER,KEYBOARD_TYPING_AUTOCORRECT,GENERAL_DEVICE_INQUIRY,False,BATTERY_CHARGING_POWER,PROCEED
CASE_000894,"@AppleSupport Any idea why my iPhone 6 is showing my caller id even though I have that switched off? Since ios11. Use it for Work , 😞",OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,False,,PROCEED
CASE_004939,@AppleSupport i think the bug with music is still occuring. using spotify but it doesn’t appear on the lock screen or scroll up bar https://,DISPLAY_TOUCH_SCREEN,DISPLAY_TOUCH_SCREEN,APP_STORE_PURCHASES_BILLING,True,"DISPLAY_TOUCH_SCREEN, APP_STORE_PURCHASES_BILLING",ESCALATE_MULTI_ISSUE
CASE_000368,@AppleSupport need a quick update from 11.0.1 IOS to a better future. This version sucks battery like the greatest fellatio. Please update! ,BATTERY_CHARGING_POWER,BATTERY_CHARGING_POWER,BATTERY_CHARGING_POWER,True,"BATTERY_CHARGING_POWER, HOW_TO_SETTINGS_CONFIGURATION",ESCALATE_MULTI_ISSUE
CASE_004520,👁’m gonna use 👁 when 👁 got tweet some shit that start with 👁 til @115858 get they shit together,GENERAL_DEVICE_INQUIRY,KEYBOARD_TYPING_AUTOCORRECT,KEYBOARD_TYPING_AUTOCORRECT,False,,PROCEED
CASE_003688,@115858 fix ur shit i’m tired of typing i️ and boxes coming up @AppleSupport i️ have done that but in some apps it will show the boxes even ,KEYBOARD_TYPING_AUTOCORRECT,KEYBOARD_TYPING_AUTOCORRECT,KEYBOARD_TYPING_AUTOCORRECT,False,KEYBOARD_TYPING_AUTOCORRECT,PROCEED
CASE_007130,@AppleSupport bug report Apple Music not showing on lock screen. 11.0.3 6S+. Tried multiple outputs and hard reset. https://t.co/i7zO8EShFM ,DISPLAY_TOUCH_SCREEN,DISPLAY_TOUCH_SCREEN,DISPLAY_TOUCH_SCREEN,True,"DISPLAY_TOUCH_SCREEN, APP_STORE_PURCHASES_BILLING",ESCALATE_MULTI_ISSUE
CASE_006902,Plus This Is My 3rd iPhone In 3 Months I’m Seriously Fed Up With @115858 x @AppleSupport @AppleSupport MY PHONE WONT CHARGE. IT FREEZES. GLI,CONNECTIVITY_WIFI_BLUETOOTH,GENERAL_DEVICE_INQUIRY,BATTERY_CHARGING_POWER,True,"BATTERY_CHARGING_POWER, CONNECTIVITY_WIFI_BLUETOOTH",ESCALATE_MULTI_ISSUE
CASE_005061,"Dear @115858: Fix this damn problem with the letter ‘I’ on my phone. Now! @AppleSupport Done. Thank you. This is still rather frustrating, t",GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,False,,PROCEED
CASE_004135,@AppleSupport everytime I️ type an “I️” it corrects it to this and I️ can’t stop it?? https://t.co/vrW7TTBcwx @AppleSupport thank you!,GENERAL_DEVICE_INQUIRY,HOW_TO_SETTINGS_CONFIGURATION,KEYBOARD_TYPING_AUTOCORRECT,False,,PROCEED
CASE_003232,@AppleSupport how I can force iCloud sync on Photos on macOS? 'Last Updated 30 min ago' yet there are photos in iCloud but not on my mac. @A,ACCOUNT_APPLEID_ICLOUD,ACCOUNT_APPLEID_ICLOUD,ACCOUNT_APPLEID_ICLOUD,False,ACCOUNT_APPLEID_ICLOUD,PROCEED
CASE_005442,Come on Apple get it together.  #iphoneproblems @AppleSupport https://t.co/psr5h5XzKO,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,False,,PROCEED
CASE_002091,"@AppleSupport just me or is Display Calibrator Assistant broken in 10.13, skips past ""Set Up"" stage so you can only alter the white point? @",DISPLAY_TOUCH_SCREEN,GENERAL_DEVICE_INQUIRY,DISPLAY_TOUCH_SCREEN,False,DISPLAY_TOUCH_SCREEN,PROCEED
CASE_003186,Dear @AppleSupport is it possible to have Shared catalogue in iCloud Drive when family plan is active? Like Family album in Photos app? @App,ACCOUNT_APPLEID_ICLOUD,ACCOUNT_APPLEID_ICLOUD,ACCOUNT_APPLEID_ICLOUD,False,ACCOUNT_APPLEID_ICLOUD,PROCEED
CASE_005764,Am I️ the only idiot that didn’t know the iCloud app won’t work if you update your iOS and don’t have the new phone? @115858 🤔 @AppleSupport,ACCOUNT_APPLEID_ICLOUD,DISPLAY_TOUCH_SCREEN,ACCOUNT_APPLEID_ICLOUD,False,ACCOUNT_APPLEID_ICLOUD,PROCEED
CASE_000370,@115858 Videos in my photos are not playing ..I am using iPhone SE .. please help me playing my videos ! Thanks.,GENERAL_DEVICE_INQUIRY,OS_UPDATE_SYSTEM_PERFORMANCE,GENERAL_DEVICE_INQUIRY,False,,PROCEED
CASE_003967,"@AppleSupport WHY CANT I️ TYPE THE LETTER “I️” WYD ?!,!,!!?!,!, @AppleSupport GOD FUCKING DAMMIT HDJHXHAJS https://t.co/6Frb6EulW6",GENERAL_DEVICE_INQUIRY,KEYBOARD_TYPING_AUTOCORRECT,KEYBOARD_TYPING_AUTOCORRECT,False,,PROCEED
CASE_006227,@115858 😡 damn you - your stupid update wiped out my AppleMusic playlists...frustrated!!,OS_UPDATE_SYSTEM_PERFORMANCE,APP_STORE_PURCHASES_BILLING,APP_STORE_PURCHASES_BILLING,False,,PROCEED
CASE_007629,Yo @AppleSupport y’all can’t get shit right huh? I’m trying to say “it” not I.T,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,False,,PROCEED
CASE_002348,"Help! @AppleSupport iMovie keeps crashing! On forums I read people face same issues… can’t edit, export, whatever… re-install did not work. ",APP_STORE_PURCHASES_BILLING,APP_CRASH_AND_DOWNLOAD,APP_CRASH_AND_DOWNLOAD,True,"APP_STORE_PURCHASES_BILLING, APP_CRASH_AND_DOWNLOAD",ESCALATE_MULTI_ISSUE
CASE_007419,@AppleSupport my 7+  just blacked out and popped up with an itunes symbol. only way to fix it was to restore it. wassup with that? @AppleSup,DISPLAY_TOUCH_SCREEN,DISPLAY_TOUCH_SCREEN,DISPLAY_TOUCH_SCREEN,True,"DISPLAY_TOUCH_SCREEN, APP_STORE_PURCHASES_BILLING",ESCALATE_MULTI_ISSUE
CASE_003473,@AppleSupport 2/2 My name is there but not the apps I've purchased. We were able to share apps in iOS 10. @AppleSupport Thanks!,GENERAL_DEVICE_INQUIRY,OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,False,,PROCEED
CASE_000123,Why can’t I listen to my music in the car since updating #ineedanswers @115858 @AppleSupport It’s says it’s “indexing” and won’t play my mus,APP_STORE_PURCHASES_BILLING,APP_STORE_PURCHASES_BILLING,APP_STORE_PURCHASES_BILLING,False,,PROCEED
CASE_006428,"@AppleSupport good evening, I think my battery is getting low too fast. Can you run a test, please? @AppleSupport Thank you for your quick a",BATTERY_CHARGING_POWER,BATTERY_CHARGING_POWER,BATTERY_CHARGING_POWER,False,BATTERY_CHARGING_POWER,PROCEED
CASE_001015,.@AppleSupport Why isn’t Sierra available in my past purchases like every other OS release? Need to re-image a work machine. Not ready to be,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,False,,PROCEED
CASE_002162,@AppleSupport y’all updatesbe messing up a sista’s phone 😤😩😫 @AppleSupport I went to the apple store and they fixed the issue,GENERAL_DEVICE_INQUIRY,OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,False,,PROCEED
CASE_001701,@AppleSupport Is there a way to prevent my iPhone from downloading the iOS 11 update over and over again? It eats up my bandwidth and storag,CONNECTIVITY_WIFI_BLUETOOTH,CONNECTIVITY_WIFI_BLUETOOTH,CONNECTIVITY_WIFI_BLUETOOTH,False,CONNECTIVITY_WIFI_BLUETOOTH,PROCEED
CASE_007546,Hey @AppleSupport the new version of iTunes has erased all the special ring tones from my iPhone and there's no way to get them back! Please,APP_STORE_PURCHASES_BILLING,HOW_TO_SETTINGS_CONFIGURATION,APP_STORE_PURCHASES_BILLING,False,APP_STORE_PURCHASES_BILLING,PROCEED
CASE_004595,"I️ vote like someone who is concerned that the bands they like to listen to are popular among too large a group. By the way, Twitter, I️ see",GENERAL_DEVICE_INQUIRY,OS_UPDATE_SYSTEM_PERFORMANCE,KEYBOARD_TYPING_AUTOCORRECT,False,,PROCEED
CASE_005421,@AppleSupport Hi! Apparently Numbers will export .csv with commas or semicolons as separators depending on your language settings. Why can’t,HOW_TO_SETTINGS_CONFIGURATION,OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,False,HOW_TO_SETTINGS_CONFIGURATION,PROCEED
CASE_002167,"@AppleSupport how to get rid of familyshare setting_it’s upsetting me every time when I try to update any app from my one iPhone, and it ask",ACCOUNT_APPLEID_ICLOUD,APP_STORE_PURCHASES_BILLING,ACCOUNT_APPLEID_ICLOUD,True,"ACCOUNT_APPLEID_ICLOUD, HOW_TO_SETTINGS_CONFIGURATION",ESCALATE_MULTI_ISSUE
CASE_000572,@AppleSupport hi is your Apple TV down ? @AppleSupport Now my contacts have issues thanks for nothing Apple,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,False,,PROCEED
CASE_003523,@AppleSupport my ios 11.1 won't install and I have no access to a computer. How do I fix it?,OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,False,HOW_TO_SETTINGS_CONFIGURATION,PROCEED
CASE_000047,@115858 need a update for iOS 11 where the WiFi doesn’t turn itself on ALL THE TIME- Tia @AppleSupport I’m turning it off from the control c,CONNECTIVITY_WIFI_BLUETOOTH,CONNECTIVITY_WIFI_BLUETOOTH,CONNECTIVITY_WIFI_BLUETOOTH,False,CONNECTIVITY_WIFI_BLUETOOTH,PROCEED
CASE_005616,@115858 please fix the I️ am issue it’s driving me nuts. @AppleSupport 🙏🏼 thank you!!!,GENERAL_DEVICE_INQUIRY,HOW_TO_SETTINGS_CONFIGURATION,GENERAL_DEVICE_INQUIRY,False,,PROCEED
CASE_007279,@115858 or@Facebook help me please something has happened to my Facebook and tumblr app can't re install them they wouldn't finish updating ,CONNECTIVITY_WIFI_BLUETOOTH,CONNECTIVITY_WIFI_BLUETOOTH,CONNECTIVITY_WIFI_BLUETOOTH,False,,PROCEED
CASE_006201,@AppleSupport the activity feature on my watch has been acting up since daylight savings time ended on nov 5. I️ already tried restarting it,HOW_TO_SETTINGS_CONFIGURATION,GENERAL_DEVICE_INQUIRY,OS_UPDATE_SYSTEM_PERFORMANCE,False,,PROCEED
CASE_003830,@AppleSupport @115948 WHAT THE FUCK is this i️ i️ i️,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,False,,PROCEED
CASE_004378,Hey @115858 can you please fix this “I️” glitch? I’m looking like an idiot when i text. @AppleSupport Ok thanks I appreciate it,OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,GENERAL_DEVICE_INQUIRY,False,,PROCEED
CASE_003872,"Has anyone else’s letter “eye” been correcting to I️ like wtf. @115858 @AppleSupport Oh damn it worked lol thanks @AppleSupport Wait, I @App",GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,False,,PROCEED
CASE_000379,"@AppleSupport My phone came back from Apple service centre and now, I can’t find any of my Apple Music songs or playlist even after log in. ",ACCOUNT_APPLEID_ICLOUD,APP_STORE_PURCHASES_BILLING,APP_STORE_PURCHASES_BILLING,False,APP_STORE_PURCHASES_BILLING,PROCEED
CASE_007098,@AppleSupport my Apple Music isn’t adding songs to my library. Using latest iOS iPhone 7 @AppleSupport It says added to library and has the ,APP_STORE_PURCHASES_BILLING,APP_STORE_PURCHASES_BILLING,APP_STORE_PURCHASES_BILLING,False,APP_STORE_PURCHASES_BILLING,PROCEED
