query,actual_intent,predicted_intent,confidence,top_3_intents,top_3_scores,error_category
@AppleSupport Hi 🍎 Since 11. 0.2 (15A421) my iphone needs at least 2 charges within 24h. How can you help me please ? Thx. @AppleSupport Ok thx,HOW_TO_SETTINGS_CONFIGURATION,GENERAL_DEVICE_INQUIRY,0.2461,"['GENERAL_DEVICE_INQUIRY', 'OS_UPDATE_SYSTEM_PERFORMANCE', 'HOW_TO_SETTINGS_CONFIGURATION']","[0.2461, 0.1346, 0.1285]",SETTINGS_VS_GENERAL_DISAMBIGUATION
Anyone else experiencing airdrop problems between iphone6 and macbookpro since iOS11 update? @applesupport @AppleSupport That seems to have solved the problem. Thank you!,CONNECTIVITY_WIFI_BLUETOOTH,OS_UPDATE_SYSTEM_PERFORMANCE,0.52,"['OS_UPDATE_SYSTEM_PERFORMANCE', 'CONNECTIVITY_WIFI_BLUETOOTH', 'GENERAL_DEVICE_INQUIRY']","[0.52, 0.1519, 0.0888]",LEXICAL_OVERLAP_AMBIGUITY
Stupid apple you update my phone while I’m sleeping and this shits lagging now hella slower I can tell when I type it won’t read what I’m typing as fast.... @AppleSupport explain,KEYBOARD_TYPING_AUTOCORRECT,OS_UPDATE_SYSTEM_PERFORMANCE,0.6327,"['OS_UPDATE_SYSTEM_PERFORMANCE', 'GENERAL_DEVICE_INQUIRY', 'KEYBOARD_TYPING_AUTOCORRECT']","[0.6327, 0.0958, 0.0916]",LEXICAL_OVERLAP_AMBIGUITY
@AppleSupport Upgraded Mac (retina 4k 27” late 2014) to High Sierra this week. Photos app is nightmare. Editing virtually impossible as adjustments take 30secs – 1 min to appear. Photos frequently crashes too. Help please? @AppleSupport Thank you!,APP_CRASH_AND_DOWNLOAD,GENERAL_DEVICE_INQUIRY,0.4727,"['GENERAL_DEVICE_INQUIRY', 'APP_CRASH_AND_DOWNLOAD', 'OS_UPDATE_SYSTEM_PERFORMANCE']","[0.4727, 0.1319, 0.1111]",APP_CRASH_VS_SYSTEM_PERFORMANCE
@AppleSupport hi this is probably a stupid question would an iphone 5s connect to my apple watch series 1 @AppleSupport Thank you,CONNECTIVITY_WIFI_BLUETOOTH,GENERAL_DEVICE_INQUIRY,0.4699,"['GENERAL_DEVICE_INQUIRY', 'CONNECTIVITY_WIFI_BLUETOOTH', 'OS_UPDATE_SYSTEM_PERFORMANCE']","[0.4699, 0.1862, 0.0815]",SUBTLE_SYMPTOM_DISTINCTION
"@AppleSupport Login to Push Certificate Portal impossible. Tried multiple AppleIDs, multiple browsers from multiple locations. Please check!",ACCOUNT_APPLEID_ICLOUD,GENERAL_DEVICE_INQUIRY,0.3548,"['GENERAL_DEVICE_INQUIRY', 'ACCOUNT_APPLEID_ICLOUD', 'KEYBOARD_TYPING_AUTOCORRECT']","[0.3548, 0.1851, 0.0795]",SUBTLE_SYMPTOM_DISTINCTION
@AppleSupport screen reading frequently stops working after the first paragraph of text on multiple sites and apps. #bug #iOS11.0.3 https://t.co/ygAOso9o5v @AppleSupport OS update seams to have fixed it.,DISPLAY_TOUCH_SCREEN,OS_UPDATE_SYSTEM_PERFORMANCE,0.5633,"['OS_UPDATE_SYSTEM_PERFORMANCE', 'DISPLAY_TOUCH_SCREEN', 'KEYBOARD_TYPING_AUTOCORRECT']","[0.5633, 0.3346, 0.027]",LEXICAL_OVERLAP_AMBIGUITY
So i just purchased @115948 again and this bs happens🙃 https://t.co/dOM5nSLhKr @115948 @115858 @AppleSupport @115948 like can i get a refund????,APP_STORE_PURCHASES_BILLING,GENERAL_DEVICE_INQUIRY,0.4332,"['GENERAL_DEVICE_INQUIRY', 'APP_STORE_PURCHASES_BILLING', 'KEYBOARD_TYPING_AUTOCORRECT']","[0.4332, 0.2527, 0.072]",SUBTLE_SYMPTOM_DISTINCTION
Cracked iPhone X already @115858 @116333 help w brother out :( https://t.co/kGih8u2qEc @AppleSupport Thank you!! I replied! @AppleSupport I responded in your dms,DISPLAY_TOUCH_SCREEN,GENERAL_DEVICE_INQUIRY,0.7963,"['GENERAL_DEVICE_INQUIRY', 'OS_UPDATE_SYSTEM_PERFORMANCE', 'APP_STORE_PURCHASES_BILLING']","[0.7963, 0.042, 0.026]",SUBTLE_SYMPTOM_DISTINCTION
@AppleSupport My iPhone 6s froze twice after closing from my messages and trying to open up Instagram. Had to hard-shut off. Any tips? @AppleSupport iOS 11.0.2 @AppleSupport Thanks! Didn’t know there was a new Update!,APP_CRASH_AND_DOWNLOAD,OS_UPDATE_SYSTEM_PERFORMANCE,0.6667,"['OS_UPDATE_SYSTEM_PERFORMANCE', 'DISPLAY_TOUCH_SCREEN', 'APP_CRASH_AND_DOWNLOAD']","[0.6667, 0.0693, 0.057]",LEXICAL_OVERLAP_AMBIGUITY
@115858 what is up with this software? It has a lot of glitches that need to be fixed. I would like to use my phone properly. Thanks! @AppleSupport I just updated it to the software version 11.0.3.,GENERAL_DEVICE_INQUIRY,OS_UPDATE_SYSTEM_PERFORMANCE,0.4242,"['OS_UPDATE_SYSTEM_PERFORMANCE', 'GENERAL_DEVICE_INQUIRY', 'BATTERY_CHARGING_POWER']","[0.4242, 0.2082, 0.0648]",LEXICAL_OVERLAP_AMBIGUITY
@AppleSupport Safari doesn’t work after updating MacBook Air to latest HighSierra. Tabs don’t load. @AppleSupport Yes. I also tried resetting the NVRAM. Was having zero problems with Safari until I installed 10.13.1 just now @AppleSupport I will try tomorrow. Chrome works fine. @AppleSupport I cleaned all caches and did some maintenance using Onyx and now it works,GENERAL_DEVICE_INQUIRY,CONNECTIVITY_WIFI_BLUETOOTH,0.179,"['CONNECTIVITY_WIFI_BLUETOOTH', 'OS_UPDATE_SYSTEM_PERFORMANCE', 'AUDIO_SOUND_SPEAKER']","[0.179, 0.143, 0.1181]",MULTI_INTENT_COLLISION
@AppleSupport I would like to report a spam email I just received regarding my apple account. Let me know where can I Foward the email. #Apple #Spam https://t.co/yn2f1nFIHU @AppleSupport Thanks for your quick response! 😉,HOW_TO_SETTINGS_CONFIGURATION,GENERAL_DEVICE_INQUIRY,0.3938,"['GENERAL_DEVICE_INQUIRY', 'ACCOUNT_APPLEID_ICLOUD', 'HOW_TO_SETTINGS_CONFIGURATION']","[0.3938, 0.2933, 0.0671]",SETTINGS_VS_GENERAL_DISAMBIGUATION
#BlackFriday @115858 should roll back #iOS updates. #iphone keeps typing all these characters for different letters I️ #ITRTG @AppleSupport https://t.co/w2sxuDydgs,KEYBOARD_TYPING_AUTOCORRECT,GENERAL_DEVICE_INQUIRY,0.4317,"['GENERAL_DEVICE_INQUIRY', 'KEYBOARD_TYPING_AUTOCORRECT', 'OS_UPDATE_SYSTEM_PERFORMANCE']","[0.4317, 0.1242, 0.1032]",LEXICAL_OVERLAP_AMBIGUITY
"Hi @AppleSupport, How can I buy apple care for my iPhone X I’ve already ordered? Many thanks @AppleSupport Thanks guys fixed it!",HOW_TO_SETTINGS_CONFIGURATION,GENERAL_DEVICE_INQUIRY,0.3451,"['GENERAL_DEVICE_INQUIRY', 'HOW_TO_SETTINGS_CONFIGURATION', 'APP_STORE_PURCHASES_BILLING']","[0.3451, 0.1981, 0.1064]",SETTINGS_VS_GENERAL_DISAMBIGUATION
@115858 say my nigga wassup with all these squares and question marks and shit?? I️ Pay good money all my shit should work y’all trippin! @AppleSupport That shit worked for 10 minutes try again,APP_STORE_PURCHASES_BILLING,GENERAL_DEVICE_INQUIRY,0.5254,"['GENERAL_DEVICE_INQUIRY', 'OS_UPDATE_SYSTEM_PERFORMANCE', 'APP_STORE_PURCHASES_BILLING']","[0.5254, 0.1161, 0.0946]",SUBTLE_SYMPTOM_DISTINCTION
"@AppleSupport I’m having trouble with sms messages failing... 

is this a carrier problem with @122326 or with my iPhone? 

It seems if recipients are not in my contacts I can’t text them? https://t.co/3RKlo9jZq1 @AppleSupport Done all of those things already before contacting you... this has only started recently so it’s either due to an iOS update or due to my carrier as I’ve taken out a new contract recently with @122326 @AppleSupport Thanks guys 👍🏻 
I’ve been waiting most of the day to get a response from them 🤔 
How about it @121121 @122326",CONNECTIVITY_WIFI_BLUETOOTH,OS_UPDATE_SYSTEM_PERFORMANCE,0.26,"['OS_UPDATE_SYSTEM_PERFORMANCE', 'CONNECTIVITY_WIFI_BLUETOOTH', 'KEYBOARD_TYPING_AUTOCORRECT']","[0.26, 0.1917, 0.1045]",LEXICAL_OVERLAP_AMBIGUITY
"@AppleSupport Iphone 5S on IOS 10 keeps crashing everytime I enter the messages app. i tried resetting all settings, deleted all texts and soft reset (pressing home +power button) and still crashes :( @AppleSupport I think someone send me one of those annoying videos that makes your phone crash. However they send it via facebook's messenger not sandard message. I didnt open the link just deleted the message. This all happen yesterday. That's the only thing that I can (1) @AppleSupport (2) recall to be the thing that caused it. I also downloaded the Anomal Crossing app but i dont think that was it. After the video my phone's message app has been acting up and nothing seems to fix it. I have not tried with wifi yet as I dont have wifi today. Tomorrow I will. @AppleSupport Will let you know when I do that if it solves the problem as I'm still having issues with te phone",CONNECTIVITY_WIFI_BLUETOOTH,APP_CRASH_AND_DOWNLOAD,0.3487,"['APP_CRASH_AND_DOWNLOAD', 'CONNECTIVITY_WIFI_BLUETOOTH', 'AUDIO_SOUND_SPEAKER']","[0.3487, 0.3314, 0.06]",LEXICAL_OVERLAP_AMBIGUITY
"@AppleSupport hi there , i lost my password , how can i reset to my Email? The password you entered to unlock your iPhone backup was incorrect. Please try again. @AppleSupport Oh wow , thanks a lot. But if you can add this feature in reset for removes the encrypted backup password.
it's better,because it's boring to rebuild my screen  apps and my folders, 
Thanks again.",DISPLAY_TOUCH_SCREEN,ACCOUNT_APPLEID_ICLOUD,0.8198,"['ACCOUNT_APPLEID_ICLOUD', 'DISPLAY_TOUCH_SCREEN', 'HOW_TO_SETTINGS_CONFIGURATION']","[0.8198, 0.0914, 0.0315]",SUBTLE_SYMPTOM_DISTINCTION
@115858 @115948 just done a phone update and it’s deleted all my playlists and downloaded songs ffs 😡😡😡,APP_STORE_PURCHASES_BILLING,OS_UPDATE_SYSTEM_PERFORMANCE,0.4956,"['OS_UPDATE_SYSTEM_PERFORMANCE', 'APP_STORE_PURCHASES_BILLING', 'GENERAL_DEVICE_INQUIRY']","[0.4956, 0.2584, 0.0619]",LEXICAL_OVERLAP_AMBIGUITY
"@AppleSupport my right AirPod doesn’t charge, any idea troubleshooting tips to fix this? @AppleSupport Yes the status light comes on but the right AirPod won’t charge. The left one charges without a issue",AUDIO_SOUND_SPEAKER,BATTERY_CHARGING_POWER,0.3922,"['BATTERY_CHARGING_POWER', 'GENERAL_DEVICE_INQUIRY', 'OS_UPDATE_SYSTEM_PERFORMANCE']","[0.3922, 0.1675, 0.0956]",SUBTLE_SYMPTOM_DISTINCTION
"@116333 My MacBook Pro 15"" Retina (Mid 2014) started crashing on macOS High Sierra but working perfectly on Win 10 Apple Service Centre unable to diagnose (all test pass) and advised Logic Board change #apple #failed @139370 will switch to Microsoft completely. @AppleSupport Sent PM with details. Looking forward for your extended support. As of now it’s at worst situation. I uninstalled MacOS today and using Windows 10. @AppleSupport I did steps you told and reinstalled High Sierra. It crashed within minutes of start. How could Windows 10 worked perfectly for 3-4 days without any issue. Something is seriously wrong with Apple. cc @116333 @AppleSupport @116333 I’m going to give opportunity to Apple to diagnose issue with MacOS as compared to Windows 10 by submitting my machine at Service Center. This is your chance to see what exactly is causing crashes which Windows is able to handle. I hope it will help you to improve. @AppleSupport @116333 Is it so, MacOS needs more graphics than Windows 10? This is reason I got from Apple Support. Whatever it is, it should support minor faults if you can’t give exact reasons. #apple #failed #bad #cx #CustomerExperience",APP_CRASH_AND_DOWNLOAD,CONNECTIVITY_WIFI_BLUETOOTH,0.1754,"['CONNECTIVITY_WIFI_BLUETOOTH', 'APP_CRASH_AND_DOWNLOAD', 'GENERAL_DEVICE_INQUIRY']","[0.1754, 0.1613, 0.1127]",MULTI_INTENT_COLLISION
@115858 @AppleSupport what the heck is with this weird autocorrect every time I️ type the word “I️”??? @AppleSupport Thanks sent a DM. I️,KEYBOARD_TYPING_AUTOCORRECT,GENERAL_DEVICE_INQUIRY,0.4953,"['GENERAL_DEVICE_INQUIRY', 'KEYBOARD_TYPING_AUTOCORRECT', 'OS_UPDATE_SYSTEM_PERFORMANCE']","[0.4953, 0.3428, 0.0442]",SUBTLE_SYMPTOM_DISTINCTION
"@116333 @115858 Mac shuts down when put in Sleep, High Sierra bricked Mac, AirPods DO NOT connect automatically, Mac Messages not deleted via cloud, Calculator defaults to 172, Root vulnerabilities. Is this the new Apple quality? Or, is it just about the $ and investors now? @AppleSupport NO, I am not going to waste anytime with @AppleSupport I worked in the IT sector for decades and can fix or work around #Apple issues. And, support does not offer any real solutions beside wipe systems and reinstall! My Tweet really addresses lack of leadership in Apple now...",AUDIO_SOUND_SPEAKER,GENERAL_DEVICE_INQUIRY,0.2754,"['GENERAL_DEVICE_INQUIRY', 'AUDIO_SOUND_SPEAKER', 'KEYBOARD_TYPING_AUTOCORRECT']","[0.2754, 0.1939, 0.0965]",MULTI_INTENT_COLLISION
"@AppleSupport live wallpapers aren’t working. I’m running 11.1.2 on my new #iPhoneX. I’ve tried restarting and also switching to a still then switching back to a live. Help, please. @AppleSupport Thx for getting back to me. Unfortunately, that's not the problem. I've checked and Reduce Motion is not turned on. Any other ideas? :) @AppleSupport I figured it out. I had to adjust the 3D Touch sensitivity. Thanks anyway!",GENERAL_DEVICE_INQUIRY,DISPLAY_TOUCH_SCREEN,0.3188,"['DISPLAY_TOUCH_SCREEN', 'GENERAL_DEVICE_INQUIRY', 'CONNECTIVITY_WIFI_BLUETOOTH']","[0.3188, 0.1618, 0.0975]",SUBTLE_SYMPTOM_DISTINCTION
"Hey @AppleSupport what’s with iPhones not being able to make calls?  I know 9 people who go to make calls and nothing happens. All have most recent iOS update. I don’t really like using the phone, but sometimes you have to. @AppleSupport AT&amp;T @AppleSupport I reset my phone but now some calls go right to voicemail. Others still disconnect immediately @AppleSupport DM sent. Thank you!",OS_UPDATE_SYSTEM_PERFORMANCE,AUDIO_SOUND_SPEAKER,0.2384,"['AUDIO_SOUND_SPEAKER', 'OS_UPDATE_SYSTEM_PERFORMANCE', 'GENERAL_DEVICE_INQUIRY']","[0.2384, 0.2255, 0.1417]",LEXICAL_OVERLAP_AMBIGUITY
@115858 Microphone of iphone stopped working post software update. There is lot of noise during call. Can see few more similar complaints. @AppleSupport Responded. @AppleSupport Not resolved yet. Please help.!,AUDIO_SOUND_SPEAKER,OS_UPDATE_SYSTEM_PERFORMANCE,0.2647,"['OS_UPDATE_SYSTEM_PERFORMANCE', 'AUDIO_SOUND_SPEAKER', 'GENERAL_DEVICE_INQUIRY']","[0.2647, 0.2213, 0.1366]",LEXICAL_OVERLAP_AMBIGUITY
@AppleSupport why does my phone always act up every time Apple releases a new phone? Why? @AppleSupport I have an iPhone 6. My apps keep force closing. My podcast library keeps having to be restored. My text thread is out of order. @AppleSupport My calls keep deleting. Messages that I send delete from the thread. @AppleSupport And there isn't any internal damage. And I cannot figure out how to use these dang .99 storage I pay for @AppleSupport No. I haven't been able to because of storage issues. But I pay for extra storage so I don't understand. @AppleSupport What is the point of buying more storage then? @AppleSupport This is a scam lol thanks friends,HOW_TO_SETTINGS_CONFIGURATION,GENERAL_DEVICE_INQUIRY,0.3388,"['GENERAL_DEVICE_INQUIRY', 'APP_STORE_PURCHASES_BILLING', 'AUDIO_SOUND_SPEAKER']","[0.3388, 0.1081, 0.0788]",SETTINGS_VS_GENERAL_DISAMBIGUATION
@AppleSupport ios 11.0.3 on 6s. Cannot adjust alarm volume so waking up all in my house and neighbours despite ringer being set to minimum! @AppleSupport It’s sorted. Thanks. iOS update needed a change and hard reboot,AUDIO_SOUND_SPEAKER,OS_UPDATE_SYSTEM_PERFORMANCE,0.4516,"['OS_UPDATE_SYSTEM_PERFORMANCE', 'AUDIO_SOUND_SPEAKER', 'CONNECTIVITY_WIFI_BLUETOOTH']","[0.4516, 0.3368, 0.0409]",LEXICAL_OVERLAP_AMBIGUITY
"@AppleSupport how do I change my ringer/notifications volume? Using the volume keys on the home screen used to display “ringer”, now it says “volume”. What’s the deal? @AppleSupport Thanks",AUDIO_SOUND_SPEAKER,DISPLAY_TOUCH_SCREEN,0.4705,"['DISPLAY_TOUCH_SCREEN', 'AUDIO_SOUND_SPEAKER', 'HOW_TO_SETTINGS_CONFIGURATION']","[0.4705, 0.3584, 0.0621]",MULTI_INTENT_COLLISION
"@AppleSupport Hi, how can I check on my iPhone when the last backup was? I cannot seem to find out with the iOS 11 update.. Please assist @AppleSupport Thank you! My phone was set to backup when the device was plugged in to charge rather than manual backup. How can I check these settings? @AppleSupport Got it, thank you!",APP_STORE_PURCHASES_BILLING,OS_UPDATE_SYSTEM_PERFORMANCE,0.2232,"['OS_UPDATE_SYSTEM_PERFORMANCE', 'BATTERY_CHARGING_POWER', 'HOW_TO_SETTINGS_CONFIGURATION']","[0.2232, 0.2215, 0.1792]",LEXICAL_OVERLAP_AMBIGUITY
"Apple notes has become unusable on my phone. Notes haven't synced since September, I tried turning off and on iCloud and now NONE sync. I'm seriously getting to the point where I've fucking had enough of Apple. Their stuff gets worse and worse every year. iOS11==Windows Vista Memo to @AppleSupport : how do I get my iCloud notes back on my phone?!!? https://t.co/z1mZ6xcNow @AppleSupport thanks support folks. I got them to come back finally when i got back to wifi.  But https://t.co/XLg2wOY2O7 doesn't even do notes anymore! https://t.co/bXoTviFGmL",CONNECTIVITY_WIFI_BLUETOOTH,ACCOUNT_APPLEID_ICLOUD,0.3508,"['ACCOUNT_APPLEID_ICLOUD', 'CONNECTIVITY_WIFI_BLUETOOTH', 'HOW_TO_SETTINGS_CONFIGURATION']","[0.3508, 0.2014, 0.1978]",LEXICAL_OVERLAP_AMBIGUITY
@AppleSupport @115858 Got this email. I haven't logged in in months. Reported to phishing email for Apple just in case. Scammer? See screen shot below. Thanks! https://t.co/pf2nHkPNkk @AppleSupport Awesome! Thanks!,DISPLAY_TOUCH_SCREEN,GENERAL_DEVICE_INQUIRY,0.3526,"['GENERAL_DEVICE_INQUIRY', 'DISPLAY_TOUCH_SCREEN', 'ACCOUNT_APPLEID_ICLOUD']","[0.3526, 0.2838, 0.1339]",MULTI_INTENT_COLLISION
"Dear @115858 can we expect in your next Keynote to come up with a Solution for that little lot? Its the second charger in one year! https://t.co/UfUky50sZB @141099 @115858 Mine too,Three chargers this yr same fking problem. £20 each in London where else I don’t know?
The price you pay for phone and this happens @AppleSupport Thanks I might just do that.👍🏻",BATTERY_CHARGING_POWER,GENERAL_DEVICE_INQUIRY,0.3554,"['GENERAL_DEVICE_INQUIRY', 'BATTERY_CHARGING_POWER', 'APP_STORE_PURCHASES_BILLING']","[0.3554, 0.1938, 0.081]",SUBTLE_SYMPTOM_DISTINCTION
My hotspot has not worked since I updated my ipad and iphone to iOS 11 @AppleSupport @ATT @117735,CONNECTIVITY_WIFI_BLUETOOTH,OS_UPDATE_SYSTEM_PERFORMANCE,0.4803,"['OS_UPDATE_SYSTEM_PERFORMANCE', 'CONNECTIVITY_WIFI_BLUETOOTH', 'BATTERY_CHARGING_POWER']","[0.4803, 0.1275, 0.1148]",LEXICAL_OVERLAP_AMBIGUITY
Anybody else have notification blurring on their iPhone X? I get it constantly. @AppleSupport ?? https://t.co/tMDj3xHl96 @AppleSupport 11.1.2 but I’ve been seeing it for a while,KEYBOARD_TYPING_AUTOCORRECT,GENERAL_DEVICE_INQUIRY,0.2622,"['GENERAL_DEVICE_INQUIRY', 'KEYBOARD_TYPING_AUTOCORRECT', 'OS_UPDATE_SYSTEM_PERFORMANCE']","[0.2622, 0.2039, 0.0995]",SUBTLE_SYMPTOM_DISTINCTION
Honestly @115858 this “ I️ “ scenario is really annoying. I’ve fixed It and It keeps coming back. Y’all need a hotfix/update quickly... for the love.,OS_UPDATE_SYSTEM_PERFORMANCE,GENERAL_DEVICE_INQUIRY,0.346,"['GENERAL_DEVICE_INQUIRY', 'OS_UPDATE_SYSTEM_PERFORMANCE', 'KEYBOARD_TYPING_AUTOCORRECT']","[0.346, 0.297, 0.0621]",LEXICAL_OVERLAP_AMBIGUITY
@AppleSupport please advise. Can I get my voicemail to be visible as it was before the update? How do I get voicemail notifications? https://t.co/1bx3MHBSTx @AppleSupport Thanks. Will do.,KEYBOARD_TYPING_AUTOCORRECT,HOW_TO_SETTINGS_CONFIGURATION,0.4245,"['HOW_TO_SETTINGS_CONFIGURATION', 'KEYBOARD_TYPING_AUTOCORRECT', 'OS_UPDATE_SYSTEM_PERFORMANCE']","[0.4245, 0.1532, 0.1089]",LEXICAL_OVERLAP_AMBIGUITY
"iPhone 6 randomly restarts, camera roll frequently won’t open, screen orientation issues when in messages app. #ios11 @AppleSupport @AppleSupport IOS 11 first started and I have IOS 11.1.1 Apple Care Warrantied the phone over issues already so it’s a new device. @AppleSupport Fresh iphone, clean install of apps, no restore. It’s a waste of time to troubleshoot any further. I’ll keep an eye out for more instances of software glitches...",DISPLAY_TOUCH_SCREEN,OS_UPDATE_SYSTEM_PERFORMANCE,0.4873,"['OS_UPDATE_SYSTEM_PERFORMANCE', 'DISPLAY_TOUCH_SCREEN', 'BATTERY_CHARGING_POWER']","[0.4873, 0.3281, 0.0409]",LEXICAL_OVERLAP_AMBIGUITY
@115858 Momma Kate thinks this glitch is stupid and would like to know when it will be resolved. Please advise when I should inform her it will be fixed. 😂😂 https://t.co/jXylCz68fa,OS_UPDATE_SYSTEM_PERFORMANCE,GENERAL_DEVICE_INQUIRY,0.4101,"['GENERAL_DEVICE_INQUIRY', 'OS_UPDATE_SYSTEM_PERFORMANCE', 'KEYBOARD_TYPING_AUTOCORRECT']","[0.4101, 0.2644, 0.0828]",MULTI_INTENT_COLLISION
"@116333 I had the worst shoppingexperience ever at the applestore in Munich buying an iphone 8+. Losing trust in Applebrand. #switching @AppleSupport Will do later when I get home. I‘ll write it all down.
4 1/2 hours in an applestore .... the service was... BAD. @AppleSupport can‘t DM you since you don‘t follow me. Would you be so kind to follow me or give me an e-mailaddy I can write to. @AppleSupport I have written it all down and sent you a DM. Hope to hear some feedback. @AppleSupport ok, thank you. Will do later.",AUDIO_SOUND_SPEAKER,GENERAL_DEVICE_INQUIRY,0.2659,"['GENERAL_DEVICE_INQUIRY', 'AUDIO_SOUND_SPEAKER', 'CONNECTIVITY_WIFI_BLUETOOTH']","[0.2659, 0.1525, 0.1284]",MULTI_INTENT_COLLISION
Hey @115858 can you guys fix Maps. Half the screen becomes useless while horizontal. @AppleSupport 8,DISPLAY_TOUCH_SCREEN,GENERAL_DEVICE_INQUIRY,0.3961,"['GENERAL_DEVICE_INQUIRY', 'DISPLAY_TOUCH_SCREEN', 'KEYBOARD_TYPING_AUTOCORRECT']","[0.3961, 0.3746, 0.0742]",MULTI_INTENT_COLLISION
.@AppleSupport how do I make it so my bluetooth doesn’t automatically turn on? @AppleSupport That doesn’t answer my question. I know how to turn it off. How do I make it so it doesn’t turn on unless I turn it on?,CONNECTIVITY_WIFI_BLUETOOTH,HOW_TO_SETTINGS_CONFIGURATION,0.8004,"['HOW_TO_SETTINGS_CONFIGURATION', 'CONNECTIVITY_WIFI_BLUETOOTH', 'DISPLAY_TOUCH_SCREEN']","[0.8004, 0.0744, 0.0524]",SUBTLE_SYMPTOM_DISTINCTION
"@115858 please fix the bug when sharing locations. Can’t share location with my family anymore. Tells me it’s unable to connect to server #pleaseandthankyou @AppleSupport @115858 Yes, we have. We through all options on sharing locations but nothing. @AppleSupport  https://t.co/mjlnZn4zRu @AppleSupport It was two weeks ago. We both recently bought new phones. 8 Plus @AppleSupport We got it taken care of! Thanks a bunch! 🍎💕👍🏽",CONNECTIVITY_WIFI_BLUETOOTH,GENERAL_DEVICE_INQUIRY,0.3444,"['GENERAL_DEVICE_INQUIRY', 'CONNECTIVITY_WIFI_BLUETOOTH', 'APP_STORE_PURCHASES_BILLING']","[0.3444, 0.1567, 0.1037]",SUBTLE_SYMPTOM_DISTINCTION
#Hannity is anyone else’s iPad keyboard messing up since update @115858 @AppleSupport I will call support tomorrow. Thank you,KEYBOARD_TYPING_AUTOCORRECT,OS_UPDATE_SYSTEM_PERFORMANCE,0.3839,"['OS_UPDATE_SYSTEM_PERFORMANCE', 'KEYBOARD_TYPING_AUTOCORRECT', 'GENERAL_DEVICE_INQUIRY']","[0.3839, 0.3749, 0.0463]",LEXICAL_OVERLAP_AMBIGUITY
"@AppleSupport can you make iOS Music app remember what i was listening to and resume? I’m not sure why it doesn’t do this… @AppleSupport I never kill the app. It likely gets suspended between uses. I don’t see why any of this should matter though. Why not save playing state between uses?
Last music i played was in car 2 days ago. Today in shower i turned on Bluetooth speaker and hit play. One would expect resume @AppleSupport … And thanks for your time 😃",AUDIO_SOUND_SPEAKER,APP_STORE_PURCHASES_BILLING,0.392,"['APP_STORE_PURCHASES_BILLING', 'AUDIO_SOUND_SPEAKER', 'CONNECTIVITY_WIFI_BLUETOOTH']","[0.392, 0.2679, 0.127]",LEXICAL_OVERLAP_AMBIGUITY
. @AppleSupport hallo. I got a mail a out a purchase I never made. Is this spam or? I'm not even using my 🍎ID on that email https://t.co/0O97MPapiu @AppleSupport Thank you for the response 😊,APP_STORE_PURCHASES_BILLING,GENERAL_DEVICE_INQUIRY,0.4331,"['GENERAL_DEVICE_INQUIRY', 'APP_STORE_PURCHASES_BILLING', 'ACCOUNT_APPLEID_ICLOUD']","[0.4331, 0.1891, 0.1646]",SUBTLE_SYMPTOM_DISTINCTION
"Say hello to the future. Pre-order iPhone X. @115858 How about you fix my 6 Plus?  Ever since I downloaded IOS 11, and then the updates, it’s been going crazy. So close to over it. @115858 Your products suck.  Two iPhone 7s died on me within one month and all your ""geniuses"" could say was that it was ""weird."" @115858 iPhone 8 is the WORST phone I’ve ever owned. So disappointed. @115858 Fix the battery drain/slow performance on the iPhone 6, no way I buy a new one unless this gets fixed.  V11.0.3 @115858 I would just like my iPhone 7 to work like it did before IOS 11, what a horrible mess @576606 @115858 It’s the update that wrecked it.. I’ve been to the Genius Bar 2x in the last 4 Days with software issues and the entire store was filled w/ @AppleSupport @576606 The hapless end user can also find a “genius” to replace it at the local Apple store.  
During the store’s off-peak hours—it should not take any longer than checking-in/boarding an international flight with marginally sedated pets with incomplete vaccination documents. @AppleSupport @576606 These asshats told me to restore my phone and set it up as new so I’ll lose all of my personal data. Nope fuck apple getting a Samsung @576606 @115858 Thx Apple for purposely screwing up my phone... you suck! @AppleSupport No thanks.  Already switched to another company. @AppleSupport @576658 Smart move Eric. They way Apple is releasing flawed iOS makes you wonder how premium the Apple brand really is @576658 @AppleSupport Cry me a river!",BATTERY_CHARGING_POWER,OS_UPDATE_SYSTEM_PERFORMANCE,0.3756,"['OS_UPDATE_SYSTEM_PERFORMANCE', 'BATTERY_CHARGING_POWER', 'AUDIO_SOUND_SPEAKER']","[0.3756, 0.2864, 0.1002]",LEXICAL_OVERLAP_AMBIGUITY
"@AppleSupport In Swift 3 or 4 for macOS, is it possible to reveal hidden text field text? NSSecureTextEntryCell and .echosBullets won't work @AppleSupport Thanks very much",HOW_TO_SETTINGS_CONFIGURATION,GENERAL_DEVICE_INQUIRY,0.3737,"['GENERAL_DEVICE_INQUIRY', 'KEYBOARD_TYPING_AUTOCORRECT', 'OS_UPDATE_SYSTEM_PERFORMANCE']","[0.3737, 0.2116, 0.0862]",SETTINGS_VS_GENERAL_DISAMBIGUATION
