golden_id,source_id,customer_message,ground_truth_intent,ground_truth_customer_goal,ground_truth_issues,ground_truth_action,escalation_required,evidence_expectation,expected_reply_requirements,edge_case_category,human_reasoning
GOLDEN_0119,SRC_ROOT_1853300,@AppleSupport apps crashing,APP_CRASH_AND_DOWNLOAD,Get help with crashing apps,"[""unspecified_apps_crashing""]",CLARIFY,False,INSUFFICIENT_HISTORICAL_EVIDENCE,"[""Ask customer which specific apps are crashing (all apps or just one third-party app)"", ""Ask which iPhone model and iOS version they are running""]","[""SHORT_VAGUE"", ""INSUFFICIENT_EVIDENCE""]",Two-word query ('apps crashing'). Must determine if crash affects all system apps or a single third-party app.
GOLDEN_0120,SRC_ROOT_1853500,@AppleSupport 'Cannot Connect to App Store' error message on Wi-Fi and LTE. Can't browse or download anything.,APP_CRASH_AND_DOWNLOAD,Resolve 'Cannot Connect to App Store' error,"[""cannot_connect_to_app_store"", ""service_connection_error""]",GUIDE,False,STRONG_HISTORICAL_EVIDENCE,"[""Advise checking Apple System Status page to verify App Store servers are operational"", ""Instruct customer to check Settings > General > Date & Time and ensure 'Set Automatically' is turned ON (SSL certificate requirement)"", ""Suggest toggling Airplane Mode or restarting device""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]",Date & Time mismatch is the number one cause of 'Cannot Connect to App Store' due to SSL certificate validation failure. Standard guided triage.
GOLDEN_0121,SRC_ROOT_1853700,@AppleSupport Snapchat freezes the camera and crashes my iPhone 7 every time I open it. I’ve reinstalled Snapchat and updated iOS already.,APP_CRASH_AND_DOWNLOAD,Resolve recurring Snapchat camera freeze after reinstall and iOS update,"[""app_crashing_with_camera"", ""troubleshooting_already_attempted""]",GUIDE,False,MODERATE_HISTORICAL_EVIDENCE,"[""Acknowledge that reinstall and iOS update were already performed"", ""Advise testing the native Camera app: if native camera works, issue is Snapchat app optimization/permissions"", ""Instruct customer to check Settings > Privacy > Camera to toggle Snapchat camera permission off and on, or contact Snapchat support""]","[""FOLLOW_UP"", ""UNRESOLVED_FOLLOW_UP""]",App freeze involving camera where reinstall failed. Testing native camera isolates software vs hardware camera daemon.
GOLDEN_0122,SRC_ROOT_1853900,Why does the App Store ask for my Apple ID password every time I update already-installed free apps? @AppleSupport,APP_CRASH_AND_DOWNLOAD,Configure App Store password settings for free app updates,"[""repeated_password_prompts_for_updates""]",ANSWER,False,STRONG_HISTORICAL_EVIDENCE,"[""Explain how to adjust password settings: Settings > [User Name] > iTunes & App Store > Password Settings"", ""Toggle 'Require Password' for free downloads to OFF, or enable Touch ID / Face ID for App Store purchases"", ""Direct and concise answer""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]",Standard App Store password preferences configuration. Direct answer.
GOLDEN_0123,SRC_ROOT_1854100,@AppleSupport An app I purchased 2 years ago says 'The developer of this app needs to update it to work with iOS 11'. How do I open it?,APP_CRASH_AND_DOWNLOAD,Understand and resolve 32-bit app obsolescence warning on iOS 11,"[""32_bit_app_incompatible_ios11"", ""app_launch_blocked""]",ANSWER,False,STRONG_HISTORICAL_EVIDENCE,"[""Explain that iOS 11 discontinued support for older 32-bit applications and exclusively runs 64-bit apps"", ""Clarify that the app cannot be opened until the original app developer updates it to 64-bit architecture"", ""Advise customer to check App Store for developer updates or look for an alternative 64-bit app""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]",iOS 11 64-bit requirement. Direct factual answer explaining 32-bit architecture cutoff.
GOLDEN_0124,SRC_ROOT_1854300,"@AppleSupport I have 15GB of free space on my iPhone, but App Store says 'Storage Almost Full' when downloading a 200MB game!",APP_CRASH_AND_DOWNLOAD,Resolve false 'Storage Almost Full' App Store download block,"[""false_storage_full_error"", ""app_store_cache_corruption""]",GUIDE,False,STRONG_HISTORICAL_EVIDENCE,"[""Instruct customer to perform a force restart to clear the storage calculation cache"", ""Check Settings > General > iPhone Storage to verify actual available space breakdown"", ""Advise syncing with iTunes on a computer if storage reporting remains corrupted""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]",App Store cache calculation glitch. Force restart and checking iPhone Storage settings resolves the false positive.
GOLDEN_0125,SRC_ROOT_1854500,@AppleSupport YouTube app keeps buffering every 5 seconds and crashing on iOS 11. Netflix streams in 4K fine.,APP_CRASH_AND_DOWNLOAD,Fix YouTube buffering and crashing on iOS 11,"[""app_buffering_and_crashing"", ""isolated_streaming_app_issue""]",GUIDE,False,STRONG_HISTORICAL_EVIDENCE,"[""Note that since Netflix streams smoothly, the network connection is healthy and the issue is isolated to YouTube"", ""Check for pending YouTube updates in the App Store"", ""Advise deleting YouTube, restarting device, and reinstalling from the App Store""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]",App-specific buffering/crash while other streaming apps work fine confirms isolated app cache issue. Reinstall guide.
GOLDEN_0126,SRC_ROOT_1854700,All third party apps crash simultaneously immediately upon launch. Only Apple stock apps work! @AppleSupport,APP_CRASH_AND_DOWNLOAD,Resolve universal crashing of all third-party App Store applications,"[""all_third_party_apps_crash"", ""app_store_fairplay_certificate_issue""]",GUIDE,False,STRONG_HISTORICAL_EVIDENCE,"[""Explain that all third-party apps crashing simultaneously indicates an App Store DRM / FairPlay certificate sync issue"", ""Instruct customer to download any new free app from the App Store (which refreshes the device account authorization certificate)"", ""Alternatively, sign out and back into iTunes & App Store in Settings""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]",Classic Apple FairPlay DRM certificate glitch where downloading any free app immediately refreshes certificates for all third-party apps. Highly specific proven resolution.
GOLDEN_0127,SRC_ROOT_1854900,@AppleSupport How do I enable automatic app updates in the background on iOS 11?,APP_CRASH_AND_DOWNLOAD,Enable automatic app updates in background,"[""enable_automatic_app_updates""]",ANSWER,False,STRONG_HISTORICAL_EVIDENCE,"[""Provide navigation: Settings > [User Name] > iTunes & App Store"", ""Under 'Automatic Downloads', toggle 'Updates' to ON"", ""Direct and concise answer""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]",Standard configuration question. Direct answer.
GOLDEN_0128,SRC_ROOT_1855100,@AppleSupport I’ve reinstalled Facebook 4 times and hard rebooted my phone. It still crashes upon opening. I need an advisor to review this.,APP_CRASH_AND_DOWNLOAD,Escalate persistent third-party app crash to human advisor,"[""persistent_app_crash"", ""all_troubleshooting_failed"", ""advisor_requested""]",ESCALATE,True,WEAK_HISTORICAL_EVIDENCE,"[""Acknowledge customer has already performed 4 reinstalls and hard reboots"", ""Escalate customer to Apple Support advisor or provide direct guidance on collecting crash logs and reporting to Facebook developer team"", ""Do not suggest reinstalling Facebook for a 5th time""]","[""FOLLOW_UP"", ""UNRESOLVED_FOLLOW_UP"", ""ESCALATION_SENSITIVE""]",Customer completed repeated reinstalls and reboots; explicitly requests an advisor. Escalation policy applies.
GOLDEN_0129,SRC_ROOT_1855300,Why does iOS 11 offload my unused apps without asking me? How do I stop it from deleting my apps? @AppleSupport,APP_CRASH_AND_DOWNLOAD,Disable 'Offload Unused Apps' feature,"[""offload_unused_apps_feature_confusion"", ""automatic_app_removal""]",ANSWER,False,STRONG_HISTORICAL_EVIDENCE,"[""Explain that 'Offload Unused Apps' is a new iOS 11 storage optimization feature that removes app binaries while preserving user documents and data"", ""Provide navigation to turn it OFF: Settings > iTunes & App Store > scroll down and toggle 'Offload Unused Apps' to OFF"", ""Direct and reassuring answer""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]",iOS 11 introduced Offload Unused Apps. Clear explanation and settings path to disable it.
GOLDEN_0130,SRC_ROOT_1855500,@AppleSupport My App Store is completely blank white screen. Pulling down to refresh does nothing.,APP_CRASH_AND_DOWNLOAD,Resolve completely blank white screen in App Store app,"[""blank_white_app_store"", ""store_ui_render_failure""]",GUIDE,False,STRONG_HISTORICAL_EVIDENCE,"[""Instruct customer on the App Store refresh trick: tap any tab bar icon (like 'Today') 10 times consecutively to force reload store cache"", ""Force close App Store and restart device"", ""Check date/time settings and network connectivity""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]",App Store blank screen. Tapping tab bar icon 10 times to reload cache or force restart is historically proven.
GOLDEN_0131,SRC_ROOT_1835143,"@AppleSupport iPhone 6s+ turned into Headphone mode, no headphone inserted, BT off, restart didnt help",AUDIO_SOUND_SPEAKER,Get iPhone out of stuck Headphone Mode when no headphones are connected,"[""stuck_in_headphone_mode"", ""audio_jack_port_sensor"", ""restart_failed""]",GUIDE,False,STRONG_HISTORICAL_EVIDENCE,"[""Acknowledge that restart was already attempted"", ""Explain that the 3.5mm headphone jack or Lightning port sensor often detects lint, dust, or moisture as a connected plug"", ""Advise inspecting port with a flashlight and carefully cleaning with a clean, dry toothpick or soft brush, or inserting/removing a plug a few times"", ""Suggest contacting Apple Support for hardware service if cleaning does not release the sensor""]","[""FOLLOW_UP"", ""CLEAR_INTENT"", ""STRONG_EVIDENCE""]",Stuck in headphone mode on 6s+. Debris in 3.5mm jack is overwhelmingly the cause. Physical cleaning instructions are standard.
GOLDEN_0132,SRC_ROOT_1855700,@AppleSupport People can't hear me when I call them on my iPhone 7 unless I put them on speakerphone. What is broken?,AUDIO_SOUND_SPEAKER,Fix primary microphone failure on phone calls working only on speakerphone,"[""call_microphone_unresponsive"", ""speakerphone_working_separately"", ""bottom_microphone_failure""]",GUIDE,False,STRONG_HISTORICAL_EVIDENCE,"[""Explain that the iPhone uses separate microphones for regular calls (bottom mic) vs speakerphone (top/front mic)"", ""Instruct customer to test the bottom microphone using the Voice Memos app to record a quick audio snippet"", ""Advise checking that the bottom microphone grilles are clear of dirt, cases, or plastic wrap"", ""Note that if Voice Memos records only silence/static, the microphone hardware requires inspection""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]",Bottom mic fails on regular call while speakerphone works (using top mic). Testing with Voice Memos is the precise diagnostic triage step.
GOLDEN_0133,SRC_ROOT_1855900,@AppleSupport sound,AUDIO_SOUND_SPEAKER,Get assistance with unspecified audio problem,"[""unspecified_audio_symptom""]",CLARIFY,False,INSUFFICIENT_HISTORICAL_EVIDENCE,"[""Politely ask what audio problem is occurring (no sound from speaker, microphone not working, crackling sound, headphone issues)"", ""Inquire about device model and iOS version""]","[""SHORT_VAGUE"", ""INSUFFICIENT_EVIDENCE""]",Single word query ('sound'). Genuinely requires clarification.
GOLDEN_0134,SRC_ROOT_1856100,@AppleSupport AirPods right earbud has no sound at all. Left earbud works fine and battery is at 100%.,AUDIO_SOUND_SPEAKER,Restore audio to non-functioning right AirPod earbud,"[""airpod_single_ear_no_sound"", ""right_earbud_silent""]",GUIDE,False,STRONG_HISTORICAL_EVIDENCE,"[""Place both AirPods in the charging case and ensure the charging contacts at the bottom of the stem and case are clean"", ""Instruct customer to perform a complete AirPods reset: open lid, press and hold the setup button on the back of the case until status light flashes amber, then white"", ""Re-pair with iPhone and test audio balance in Settings > General > Accessibility""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]","Single AirPod silent. Cleaning case contact pins, resetting AirPods case button, and checking accessibility balance is the exact historical resolution."
GOLDEN_0135,SRC_ROOT_1856300,Top earpiece speaker is crackling and distorted whenever anyone speaks on regular phone calls. Sounds like a blown speaker! @AppleSupport,AUDIO_SOUND_SPEAKER,Resolve crackling/distorted earpiece speaker on phone calls,"[""earpiece_speaker_crackling"", ""distorted_call_audio""]",GUIDE,False,STRONG_HISTORICAL_EVIDENCE,"[""Advise checking if the earpiece receiver mesh is blocked by dirt, makeup, or screen protector film"", ""Instruct customer to gently clean the receiver mesh with a clean, soft-bristled brush"", ""Test audio with VoLTE / Wi-Fi calling toggled off to isolate carrier voice codec distortion"", ""Advise that if distortion persists across all calls, hardware speaker replacement is necessary""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]",Receiver mesh cleaning and carrier VoLTE test are standard steps before hardware repair.
GOLDEN_0136,SRC_ROOT_1856500,@AppleSupport My alarm volume on iOS 11 is so quiet it didn't wake me up for work! Volume slider in settings is on max.,AUDIO_SOUND_SPEAKER,Fix low alarm volume when ringer slider is set to maximum,"[""alarm_volume_too_low"", ""attention_aware_lowering_volume""]",ANSWER,False,STRONG_HISTORICAL_EVIDENCE,"[""Explain that on iPhone X, 'Attention Aware Features' automatically lowers alarm and alert volume when the TrueDepth camera detects you looking at the screen"", ""Provide navigation to disable: Settings > Face ID & Passcode > toggle 'Attention Aware Features' to OFF"", ""Also check Settings > Sounds & Haptics to verify 'Change with Buttons' setting""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]","On iPhone X, Attention Aware lowers alarm volume automatically. Direct answer."
GOLDEN_0137,SRC_ROOT_1856700,"@AppleSupport I’ve cleaned the headphone jack, tried cotton swabs, and restarted 5 times. Still says Headphones in volume HUD. Need a technician.",AUDIO_SOUND_SPEAKER,Get hardware technician escalation for stubborn stuck headphone jack sensor,"[""headphone_sensor_stuck_persistent"", ""cleaning_and_restart_exhausted"", ""technician_requested""]",ESCALATE,True,WEAK_HISTORICAL_EVIDENCE,"[""Acknowledge the customer has exhausted port cleaning and repeated restarts"", ""Recognize that physical switch contact inside the jack has mechanically failed"", ""Direct customer to schedule an Apple Store appointment or mail-in repair service""]","[""FOLLOW_UP"", ""UNRESOLVED_FOLLOW_UP"", ""ESCALATION_SENSITIVE""]",Customer performed all physical cleaning steps; headphone sensor remains jammed; technician requested. Escalate to repair.
GOLDEN_0138,SRC_ROOT_1856900,Audio completely stops playing whenever I lock my iPhone screen while listening to YouTube in Safari. How to keep it playing? @AppleSupport,AUDIO_SOUND_SPEAKER,Continue background audio playback when screen is locked in Safari,"[""background_audio_pause_on_lock""]",ANSWER,False,STRONG_HISTORICAL_EVIDENCE,"[""Explain that locking the device naturally pauses browser media"", ""Instruct customer on the workaround: after locking the phone, press the wake button and press 'Play' on the lock screen audio controls or swipe up Control Center to resume audio"", ""Note that YouTube Red / Premium natively supports background audio""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]",Known iOS Safari behavior with lock screen audio controls. Direct answer.
GOLDEN_0139,SRC_ROOT_1857100,@AppleSupport Siri cannot hear me at all when I say 'Hey Siri'. Dictation and regular phone calls work fine.,AUDIO_SOUND_SPEAKER,Fix 'Hey Siri' voice recognition while other microphones work,"[""hey_siri_unresponsive"", ""front_top_microphone_issue""]",GUIDE,False,STRONG_HISTORICAL_EVIDENCE,"[""Explain that 'Hey Siri' uses the front receiver microphone near the FaceTime camera"", ""Instruct customer to record a selfie video in the Camera app and speak to verify if front mic records audio"", ""Direct customer to Settings > Siri & Search > toggle 'Listen for Hey Siri' OFF and ON to retrain voice recognition""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]",Hey Siri uses the front camera mic. Testing with front video and retraining Hey Siri voice model is the exact diagnostic path.
GOLDEN_0140,SRC_ROOT_1857300,My volume buttons change the media volume instead of the ringtone volume now on iOS 11. How do I change it back? @AppleSupport,AUDIO_SOUND_SPEAKER,Allow physical volume buttons to adjust ringer volume,"[""volume_buttons_not_changing_ringer""]",ANSWER,False,STRONG_HISTORICAL_EVIDENCE,"[""Navigate to Settings > Sounds & Haptics"", ""Under 'Ringer and Alerts', toggle 'Change with Buttons' to ON"", ""Direct and concise answer""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]",Direct setting toggle in Sounds & Haptics. Direct answer.
GOLDEN_0141,SRC_ROOT_1857500,@AppleSupport Call audio cuts in and out like a robot voice whenever I use my AirPods on cellular calls. Music streaming is crystal clear.,AUDIO_SOUND_SPEAKER,Resolve robotic call audio on AirPods during cellular voice calls,"[""airpods_robotic_call_audio"", ""bluetooth_sco_codec_interference""]",GUIDE,False,MODERATE_HISTORICAL_EVIDENCE,"[""Note that cellular calls use a two-way Bluetooth voice channel (SCO codec) which is more sensitive to 2.4 GHz interference"", ""Suggest navigating to Settings > Bluetooth > tap the 'i' next to AirPods > Microphone > lock to Left or Right rather than 'Automatically Switch AirPods'"", ""Reset AirPods and reset network settings on iPhone if interference continues""]","[""CLEAR_INTENT"", ""UNUSUAL_WORDING""]",AirPods robotic voice on calls while music works indicates microphone codec bandwidth switching or Wi-Fi interference. Locking mic to one AirPod is proven fix.
GOLDEN_0142,SRC_ROOT_1857700,"@AppleSupport No sound from bottom speaker during YouTube or music playback, only sound comes from the tiny top earpiece!",AUDIO_SOUND_SPEAKER,Restore bottom loudspeaker audio playback,"[""bottom_speaker_silent"", ""stereo_audio_imbalance""]",GUIDE,False,STRONG_HISTORICAL_EVIDENCE,"[""Instruct customer to check audio balance slider: Settings > General > Accessibility > check that audio volume balance slider is centered between L and R"", ""Inspect bottom speaker grille holes for lint/dirt blocking sound"", ""Perform a force restart to reset the core audio driver"", ""Advise that if bottom speaker remains dead across all apps and ringtones, speaker module service is required""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]","Bottom speaker dead while earpiece works. Accessibility balance check, cleaning grilles, and force restart is standard triage."
GOLDEN_0143,SRC_ROOT_1857900,Why does my iPhone vibrate twice for every single text message on iOS 11? How to make it vibrate once? @AppleSupport,AUDIO_SOUND_SPEAKER,Configure text message vibration pattern from default alert,"[""double_vibration_alert_pattern""]",ANSWER,False,STRONG_HISTORICAL_EVIDENCE,"[""Explain that the default 'Alert' vibration pattern has two quick pulses"", ""Guide user to: Settings > Sounds & Haptics > Text Tone > Vibration"", ""Select 'Quick' or 'Accent' for a single pulse, or tap 'Create New Vibration' to record a custom pattern""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]",Custom vibration pattern selection in Sounds & Haptics. Direct answer.
GOLDEN_0144,SRC_ROOT_1858100,@AppleSupport The lightning to 3.5mm headphone adapter that came with my iPhone 7 stopped working. Tried 2 pairs of headphones.,AUDIO_SOUND_SPEAKER,Troubleshoot or replace failed Lightning to 3.5mm headphone dongle,"[""lightning_audio_adapter_failure""]",GUIDE,False,STRONG_HISTORICAL_EVIDENCE,"[""Inspect the Lightning port on the iPhone for compacted lint that prevents the adapter from making full pin contact"", ""Clean the gold connector pins on the adapter with a clean cloth"", ""Advise that the original Apple adapter included in the box is covered under the iPhone's 1-year limited warranty and can be replaced at an Apple Store if defective""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]",Lightning dongle failure. Port inspection plus warranty replacement advisory under the 1-year iPhone warranty.
GOLDEN_0145,SRC_ROOT_1858300,@AppleSupport Both my microphone is completely dead in calls and voice memos is greyed out. Speaker button is also greyed out in phone calls.,AUDIO_SOUND_SPEAKER,Diagnose greyed out speaker button and microphone failure on iPhone 7,"[""speaker_button_greyed_out"", ""voice_memos_recording_fails"", ""audio_ic_loop_disease""]",ESCALATE,True,STRONG_HISTORICAL_EVIDENCE,"[""Recognize the exact symptoms of iPhone 7 'Loop Disease' (Audio IC chip fracture causing greyed-out speaker and non-recording Voice Memos)"", ""Explain that this is a confirmed hardware logic board condition that cannot be resolved via software restore"", ""Escalate customer to Apple Support advisor or schedule hardware service""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE"", ""ESCALATION_SENSITIVE""]",Greyed-out speaker button and failing Voice Memos on iPhone 7 is the classic Audio IC hardware defect ('Loop Disease'). Software cannot fix it; must escalate.
GOLDEN_0146,SRC_ROOT_1858500,"Audio keeps crackling loudly when volume is above 70%, phone gets very hot, and battery drains rapidly @AppleSupport",AUDIO_SOUND_SPEAKER,Resolve audio crackling accompanying overheating and rapid battery drain,"[""audio_crackling_at_high_volume"", ""device_overheating"", ""rapid_battery_drain""]",GUIDE,False,MODERATE_HISTORICAL_EVIDENCE,"[""Acknowledge the multi-issue symptoms (audio distortion, heat, and battery drain)"", ""Instruct customer to perform a force restart to terminate any runaway core audio processes causing CPU spike and heat"", ""Advise testing audio in multiple apps (Music, YouTube, Phone) to see if distortion is universal"", ""Suggest running a remote hardware diagnostic if heating and distortion persist""]","[""MULTI_ISSUE"", ""WEAK_EVIDENCE""]",Audio distortion coupled with heat and battery drain usually indicates a runaway audio daemon maxing out the CPU. Force restart is the required primary step.
GOLDEN_0147,SRC_ROOT_1835043,"@AppleSupport ever since your latest iso update my 7+ keeps freezing, apps won’t load or freeze when opening. Phone is unusable.",OS_UPDATE_SYSTEM_PERFORMANCE,Resolve severe system freezes and app loading failures after updating to iOS 11,"[""system_freezing"", ""apps_failing_to_load"", ""post_update_instability""]",GUIDE,False,STRONG_HISTORICAL_EVIDENCE,"[""Acknowledge the post-update instability on iPhone 7+"", ""Instruct customer to perform a force restart (hold Volume Down + Power buttons until Apple logo appears)"", ""Check available internal storage in Settings > General > iPhone Storage (insufficient free space causes severe freezing)"", ""Advise updating to the latest iOS 11 minor patch containing stability fixes""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]","System freezing post-update on 7+. Force restart, checking free storage, and patching to minor update is standard grounded guidance."
GOLDEN_0148,SRC_ROOT_262206,@115858 this new update is horrible. I can’t even change my music when I’m on my lock screen... Make it work again,OS_UPDATE_SYSTEM_PERFORMANCE,Restore lock screen music playback controls on iOS 11,"[""lock_screen_music_controls_missing"", ""ui_render_glitch""]",GUIDE,False,STRONG_HISTORICAL_EVIDENCE,"[""Acknowledge the lock screen player glitch in early iOS 11 releases"", ""Instruct customer to force restart the device to refresh lock screen SpringBoard UI"", ""Advise updating to iOS 11.1 where lock screen media widget rendering was patched"", ""Keep tone supportive and de-escalating""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]",Known iOS 11.0 lock screen widget bug where media player fails to render. Restart and updating to 11.1 resolves it.
GOLDEN_0149,SRC_ROOT_1835049,Way too many bugs in iOS 11 for too long now 😡 @115858,OS_UPDATE_SYSTEM_PERFORMANCE,Get help addressing general iOS 11 software bugs and instability,"[""general_ios_bugs"", ""frustrated_sentiment""]",CLARIFY,False,INSUFFICIENT_HISTORICAL_EVIDENCE,"[""Acknowledge the customer's frustration empathetically"", ""Ask what specific bugs or issues they are currently facing on their device"", ""Offer to help troubleshoot once details are provided""]","[""SHORT_VAGUE"", ""INSUFFICIENT_EVIDENCE"", ""ESCALATION_SENSITIVE""]",Generic complaint about 'bugs in iOS 11' without stating any specific symptom. Must clarify.
GOLDEN_0150,SRC_ROOT_1858700,@AppleSupport My iPhone update says 'Unable to Verify Update - iOS 11.1 failed verification because you are no longer connected to the internet' even though Wi-Fi works.,OS_UPDATE_SYSTEM_PERFORMANCE,Overcome 'Unable to Verify Update' error,"[""unable_to_verify_update"", ""corrupted_ota_installer""]",GUIDE,False,STRONG_HISTORICAL_EVIDENCE,"[""Instruct customer to delete the downloaded update file: Settings > General > iPhone Storage > find the iOS update file and tap 'Delete Update'"", ""Restart the iPhone"", ""Go back to Settings > General > Software Update and redownload the update over a reliable Wi-Fi network""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]",Verification failed is caused by a corrupted cached OTA download. Deleting the installer file from Storage and re-downloading is the exact proven fix.
GOLDEN_0151,SRC_ROOT_1858900,@AppleSupport My iPhone is stuck on the black Apple logo screen with a progress bar that hasn't moved past 50% for 4 hours. Is it bricked?,OS_UPDATE_SYSTEM_PERFORMANCE,Recover iPhone stuck on Apple logo progress bar during update,"[""stuck_on_apple_logo"", ""update_progress_frozen"", ""potential_bootloop""]",GUIDE,False,STRONG_HISTORICAL_EVIDENCE,"[""Reassure customer that the device is likely not permanently bricked"", ""Instruct customer to connect the device to a computer with iTunes installed"", ""Put the device into Recovery Mode using the hardware button sequence, and select 'Update' (NOT 'Restore') in iTunes to reinstall iOS without erasing customer data""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]",Stuck update progress bar. Recovery mode with 'Update' option in iTunes reinstalls OS and recovers user data without wiping.
GOLDEN_0152,SRC_ROOT_1859100,How do I downgrade my iPhone 6s from iOS 11 back to iOS 10.3.3? iOS 11 is too slow. @AppleSupport,OS_UPDATE_SYSTEM_PERFORMANCE,Downgrade iOS 11 operating system back to iOS 10,"[""ios_downgrade_request"", ""device_sluggishness""]",ANSWER,False,STRONG_HISTORICAL_EVIDENCE,"[""Clearly explain that Apple no longer digitally signs iOS 10.3.3, which means downgrading to iOS 10 is technically impossible"", ""Offer evidence-supported performance optimization tips for iPhone 6s on iOS 11: Reduce Motion, Reduce Transparency, and free up storage"", ""Advise updating to the latest iOS 11 maintenance release containing speed optimizations""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]",Direct policy fact: unsigned firmware cannot be installed. Explain firmware signing limitation and offer speed optimization settings.
GOLDEN_0153,SRC_ROOT_1859300,@AppleSupport update,OS_UPDATE_SYSTEM_PERFORMANCE,Get help with unspecified software update issue,"[""unspecified_update_query""]",CLARIFY,False,INSUFFICIENT_HISTORICAL_EVIDENCE,"[""Ask customer what specific issue they are encountering with their update (won't download, won't install, error message, or performance after updating)"", ""Ask what device model and current iOS version they have""]","[""SHORT_VAGUE"", ""INSUFFICIENT_EVIDENCE""]","Single word ('update'). Must clarify whether issue is pre-install, install failure, or post-update issue."
GOLDEN_0154,SRC_ROOT_1859500,@AppleSupport 'Other' system storage is taking up 42GB out of my 64GB iPhone! I can't take photos or update anything. How do I delete Other?,OS_UPDATE_SYSTEM_PERFORMANCE,Clear bloated 'Other' / System storage on iPhone,"[""bloated_other_storage"", ""system_storage_exhaustion""]",GUIDE,False,STRONG_HISTORICAL_EVIDENCE,"[""Explain that 'Other' storage consists of system caches, incomplete downloads, Siri voices, and streaming caches"", ""Instruct customer to connect device to iTunes on a Mac or PC (syncing with iTunes often reorganizes and purges cached files)"", ""Advise performing an encrypted iTunes backup, erasing the device, and restoring the backup to completely purge ghost cache files""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]",Bloated 'Other' storage bug in iOS 11. iTunes sync or backup-erase-restore is the documented method to reclaim space.
GOLDEN_0155,SRC_ROOT_1859700,"@AppleSupport I’ve put my iPhone in DFU mode, tried restoring on 2 computers with iTunes, and both give Error 4013. Phone is in an endless boot loop.",OS_UPDATE_SYSTEM_PERFORMANCE,Resolve iTunes restore Error 4013 causing endless boot loop,"[""itunes_restore_error_4013"", ""endless_boot_loop"", ""hardware_interconnect_failure""]",ESCALATE,True,STRONG_HISTORICAL_EVIDENCE,"[""Acknowledge customer has attempted DFU restore across multiple computers"", ""Explain that Error 4013 indicates a hardware communication disconnect during NAND/baseband flashing"", ""Escalate customer to schedule an Apple Store inspection or mail-in hardware repair""]","[""FOLLOW_UP"", ""UNRESOLVED_FOLLOW_UP"", ""ESCALATION_SENSITIVE""]",Error 4013 persisting across multiple computers and DFU mode is hardware failure (faulty cable/port/NAND/logic board). Requires escalation.
GOLDEN_0156,SRC_ROOT_1859900,Why does my iPhone 6 feel so sluggish and stuttery after iOS 11? Scrolling through Safari drops frames constantly. @AppleSupport,OS_UPDATE_SYSTEM_PERFORMANCE,Optimize performance and reduce UI stuttering on iPhone 6 running iOS 11,"[""ui_stuttering_frame_drops"", ""sluggish_performance_iphone6""]",GUIDE,False,STRONG_HISTORICAL_EVIDENCE,"[""Recommend performance settings adjustments: Settings > General > Accessibility > Reduce Motion (toggle ON)"", ""Toggle 'Reduce Transparency' to ON in Accessibility > Display Accommodations to decrease GPU load"", ""Verify that at least 2-3GB of free internal storage remains available for system virtual memory""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]",iPhone 6 has 1GB RAM and struggles with iOS 11 blurs/animations. Reduce Motion and Reduce Transparency dramatically smooth performance.
